"previous_screening_sequence","previous_covidence_number","next_screening_sequence","next_covidence_number","gap_size","previous_vote_registered","queue_count_changed","next_citation_distinct","visible_citation_bypassed","notes"
"2007","3816","2008","3818","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2008","3818","2009","3821","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2009","3821","2010","3826","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2010","3826","2011","3829","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2011","3829","2012","3832","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2012","3832","2013","3835","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2015","3837","2016","3840","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2017","3841","2018","3844","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2019","3845","2020","3849","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2020","3849","2021","3851","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2021","3851","2022","3853","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2023","3854","2024","3857","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2024","3857","2025","3859","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2025","3859","2026","3861","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2026","3861","2027","3863","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2028","3864","2029","3866","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2030","3867","2031","3869","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2031","3869","2032","3872","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2032","3872","2033","3874","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2037","3878","2038","4097","218","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2044","3286","2045","3292","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2045","3292","2046","3296","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2046","3296","2047","3299","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2047","3299","2048","3303","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2048","3303","2049","3305","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2049","3305","2050","3307","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2050","3307","2051","3311","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2051","3311","2052","3314","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2052","3314","2053","3316","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2054","3317","2055","3319","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2055","3319","2056","3338","18","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2058","3340","2059","3350","9","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2060","3351","2061","3353","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2061","3353","2062","3356","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2063","3357","2064","3361","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2064","3361","2065","3364","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2065","3364","2066","3366","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2067","3367","2068","3369","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2069","3370","2070","3372","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2072","3374","2073","3376","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2073","3376","2074","3380","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2074","3380","2075","3384","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2075","3384","2076","3386","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2076","3386","2077","3388","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2077","3388","2078","3391","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2079","3392","2080","3395","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2080","3395","2081","3399","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2081","3399","2082","3403","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2082","3403","2083","3408","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2084","3409","2085","3411","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2086","3412","2087","3415","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2090","3418","2091","3420","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2092","3421","2093","3426","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2096","3429","2097","3431","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2097","3431","2098","3433","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2100","3435","2101","3441","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2101","3441","2102","3453","11","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2102","3453","2103","3455","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2105","3457","2106","3461","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2107","3462","2108","3465","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2108","3465","2109","3467","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2109","3467","2110","3469","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2123","3482","2124","3484","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2125","3485","2126","3488","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2129","3491","2130","3493","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2130","3493","2131","3691","197","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2132","3692","2133","3694","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2138","2777","2139","2782","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2139","2782","2140","2784","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2141","2785","2142","2787","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2142","2787","2143","2792","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2143","2792","2144","2797","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2144","2797","2145","2800","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2145","2800","2146","2803","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2146","2803","2147","2805","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2148","2806","2149","2808","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2150","2809","2151","2813","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2151","2813","2152","2817","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2152","2817","2153","2820","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2153","2820","2154","2824","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2155","2825","2156","2832","6","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2157","2833","2158","2837","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2158","2837","2159","2840","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2159","2840","2160","2842","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2162","2844","2163","2850","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2163","2850","2164","2854","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2164","2854","2165","2856","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2165","2856","2166","2858","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2167","2859","2168","2861","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2169","2862","2170","2866","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2176","2872","2177","2879","6","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2177","2879","2178","2883","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2178","2883","2179","2885","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2180","2886","2181","2894","7","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2183","2896","2184","2901","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2184","2901","2185","2903","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2185","2903","2186","2906","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2186","2906","2187","2908","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2190","2911","2191","2915","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2191","2915","2192","2918","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2192","2918","2193","2920","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2194","2921","2195","2925","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2196","2926","2197","2929","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2197","2929","2198","2931","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2199","2932","2200","2959","26","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2200","2959","2201","2961","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2202","2962","2203","2965","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2203","2965","2204","2967","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2207","2970","2208","2972","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2208","2972","2209","2974","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2211","2976","2212","2985","8","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2212","2985","2213","2990","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2215","2992","2216","3004","11","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2217","3005","2218","3012","6","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2219","3013","2220","3276","262","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2220","3276","2221","3281","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2225","2644","2226","2662","17","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2226","2662","2227","2665","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2227","2665","2228","2667","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2228","2667","2229","2669","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2231","2671","2232","2676","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2232","2676","2233","2687","10","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2233","2687","2234","2693","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2234","2693","2235","2695","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2236","2696","2237","2702","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2237","2702","2238","2704","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2242","2708","2243","2712","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2243","2712","2244","2717","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2245","2718","2246","2721","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2246","2721","2247","2726","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2250","2729","2251","2734","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2252","2735","2253","2737","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2255","2739","2256","2741","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2258","2743","2259","2754","10","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2264","2759","2265","2761","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2265","2761","2266","2763","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2267","2764","2268","2766","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2271","2769","2272","2772","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2273","2279","2274","2289","9","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2274","2289","2275","2291","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2275","2291","2276","2307","15","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2276","2307","2277","2325","17","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2277","2325","2278","2357","31","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2280","2359","2281","2371","11","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2281","2371","2282","2375","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2282","2375","2283","3300","924","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2283","3300","2284","3309","8","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2284","3309","2285","3312","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2285","3312","2286","3334","21","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2287","2783","2288","2799","15","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2288","2799","2289","2816","16","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2289","2816","2290","2889","72","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2290","2889","2291","2897","7","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2291","2897","2292","2907","9","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2293","2645","2294","2647","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2301","2654","2302","2656","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2302","2656","2303","2660","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2304","2661","2305","2666","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2305","2666","2306","2668","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2306","2668","2307","2674","5","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2308","2675","2309","2677","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2309","2677","2310","2679","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2311","2680","2312","2685","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2312","2685","2313","2688","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2314","2689","2315","2691","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2316","2692","2317","2694","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2317","2694","2318","2697","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2322","2701","2323","2703","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2323","2703","2324","2713","9","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2324","2713","2325","2715","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2325","2715","2326","2720","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2331","2275","2332","2277","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2333","2278","2334","2280","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2336","2282","2337","2284","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2341","2288","2342","2290","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2342","2290","2343","2293","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2344","2294","2345","2298","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2351","2304","2352","2308","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2358","2314","2359","2316","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2362","2319","2363","2321","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2365","2323","2366","2326","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2368","2328","2369","2332","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2373","2336","2374","2339","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2374","2339","2375","2342","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2375","2342","2376","2346","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2386","2356","2387","2360","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2388","2361","2389","2365","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2389","2365","2390","2367","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2393","2370","2394","2372","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2395","2373","2396","2377","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2396","2377","2397","2380","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2398","2381","2399","2383","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2401","2385","2402","2388","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2403","2389","2404","2392","2","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2404","2392","2405","2518","125","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2408","2521","2409","3288","766","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2409","3288","2410","3413","124","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2410","3413","2411","3449","35","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2412","2793","2413","2807","13","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2413","2807","2414","2822","14","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2414","2822","2415","2935","112","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2415","2935","2416","2993","57","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2417","2646","2418","2655","8","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2418","2655","2419","2657","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2421","2659","2422","2663","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2423","2664","2424","2672","7","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2425","2673","2426","2678","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2426","2678","2427","2682","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2429","2684","2430","2686","1","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2430","2686","2431","2690","3","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2431","2690","2432","2711","20","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2432","2711","2433","2722","10","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2434","2283","2435","2315","31","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2435","2315","2436","2329","13","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2436","2329","2437","2366","36","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2437","2366","2438","2374","7","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
"2438","2374","2439","2379","4","yes","yes; previous card left active queue","yes","no","Covidence-number gap observed in ascending active queue; no visible citation was bypassed."
