result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
AUDIT-0285,Lu 2021,Lu_2021,V34_B3_087,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Functional recovery,Time to extubation,Immediate postoperative recovery,Intention-to-treat,190.0,188.0,10.6,5.2,10.7,5.9,,,minutes,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Time to extubation: sham 10.7±5.9; single 10.4±4.8; combined 10.6±5.2; P=0.82.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0286,Lu 2021,Lu_2021,V34_B3_088,Single PC6 TEAS,Sham/no current,TEAS,Sham,Pain,NRS at rest,24 h after surgery,Intention-to-treat,198.0,188.0,,,,,,,NRS 0–10,Median/IQR,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0287,Lu 2021,Lu_2021,V34_B3_089,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Pain,NRS at rest,24 h after surgery,Intention-to-treat,190.0,188.0,,,,,,,NRS 0–10,Median/IQR,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0288,Lu 2021,Lu_2021,V34_B3_090,Single PC6 TEAS,Sham/no current,TEAS,Sham,Pain,NRS at cough,24 h after surgery,Intention-to-treat,198.0,188.0,,,,,,,NRS 0–10,Median/IQR,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0289,Lu 2021,Lu_2021,V34_B3_091,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Pain,NRS at cough,24 h after surgery,Intention-to-treat,190.0,188.0,,,,,,,NRS 0–10,Median/IQR,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0290,Lu 2021,Lu_2021,V34_B3_092,Single PC6 TEAS,Sham/no current,TEAS,Sham,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Intention-to-treat,198.0,188.0,,,,,3.0,7.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0291,Lu 2021,Lu_2021,V34_B3_093,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Intention-to-treat,190.0,188.0,,,,,4.0,7.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0292,Lu 2021,Lu_2021,V34_B3_094,Single PC6 TEAS,Sham/no current,TEAS,Sham,PONV,Nausea incidence,0–24 h,Intention-to-treat,198.0,188.0,,,,,38.0,45.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Nausea incidence: sham 45/188; single 38/198; combined 12/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;nausea24_TEAS_sham,1,,
AUDIT-0293,Lu 2021,Lu_2021,V34_B3_095,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,PONV,Nausea incidence,0–24 h,Intention-to-treat,190.0,188.0,,,,,12.0,45.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Nausea incidence: sham 45/188; single 38/198; combined 12/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;nausea24_TEAS_sham,1,,
AUDIT-0294,Lu 2021,Lu_2021,V34_B3_096,Single PC6 TEAS,Sham/no current,TEAS,Sham,PONV,Vomiting incidence,0–24 h,Intention-to-treat,198.0,188.0,,,,,21.0,22.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,;vomiting24_TEAS_sham,1,,
AUDIT-0295,Lu 2021,Lu_2021,V34_B3_097,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,PONV,Vomiting incidence,0–24 h,Intention-to-treat,190.0,188.0,,,,,22.0,22.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,INCLUDE,v36: Pan2023 moved to usual-care body (control did not undergo TEAS; no sham procedure).,;vomiting24_TEAS_sham,1,,
AUDIT-0296,Lu 2021,Lu_2021,V34_B3_098,Single PC6 TEAS,Sham/no current,TEAS,Sham,PONV,PONV severity score,0–24 h,Intention-to-treat,198.0,188.0,0.4,0.7,0.4,0.7,,,PONV severity score; scale definition not repeated in Table 3,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0297,Lu 2021,Lu_2021,V34_B3_099,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,PONV,PONV severity score,0–24 h,Intention-to-treat,190.0,188.0,0.3,0.7,0.4,0.7,,,PONV severity score; scale definition not repeated in Table 3,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0298,Lu 2021,Lu_2021,V34_B3_100,Single PC6 TEAS,Sham/no current,TEAS,Sham,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Intention-to-treat,198.0,188.0,8.2,1.1,8.2,0.9,,,satisfaction score; scale range not stated in retrieved table text,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0299,Lu 2021,Lu_2021,V34_B3_101,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Intention-to-treat,190.0,188.0,8.4,0.9,8.2,0.9,,,satisfaction score; scale range not stated in retrieved table text,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0300,Lu 2021,Lu_2021,V34_B3_102,Single PC6 TEAS,Sham/no current,TEAS,Sham,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Intention-to-treat,198.0,188.0,,,,,70.0,75.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0301,Lu 2021,Lu_2021,V34_B3_103,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Intention-to-treat,190.0,188.0,,,,,58.0,75.0,participants,Events/total,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0302,Lu 2021,Lu_2021,V34_B3_104,Single PC6 TEAS,Sham/no current,TEAS,Sham,Chronic pain,NRS among participants reporting chronic pain,3 months,Subset with chronic pain,70.0,75.0,2.6,2.0,2.8,2.0,,,NRS 0–10,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.6±2.0 (n=70).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0303,Lu 2021,Lu_2021,V34_B3_105,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Chronic pain,NRS among participants reporting chronic pain,3 months,Subset with chronic pain,58.0,75.0,2.3,2.0,2.8,2.0,,,NRS 0–10,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.3±2.0 (n=58).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0304,Lu 2021,Lu_2021,V34_B3_106,Single PC6 TEAS,Sham/no current,TEAS,Sham,Chronic pain,NRS among participants reporting chronic pain,6 months,Subset with chronic pain,72.0,65.0,2.7,2.0,2.8,1.8,,,NRS 0–10,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.7±2.0 (n=72).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0305,Lu 2021,Lu_2021,V34_B3_107,Combined PC6+CV17 TEAS,Sham/no current,TEAS,Sham,Chronic pain,NRS among participants reporting chronic pain,6 months,Subset with chronic pain,42.0,65.0,2.4,1.9,2.8,1.8,,,NRS 0–10,Mean/SD,"Journal of Clinical Anesthesia 74 (2021), Table 2; Table 2",NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.4±1.9 (n=42).,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",HOLD,HOLD,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",,1,,
AUDIT-0306,Long 2025,Long_2025,V34_B3_108,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Pain,VAS pain intensity,48 h,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,1.85,0.72,2.65,0.94,,,VAS 0–10,Mean/SD,"Injury 56 (2025), p. 9; Table 7",VAS 48 h: Group C 2.65±0.94 vs Group A 1.85±0.72; P=0.001.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0307,Long 2025,Long_2025,V34_B3_109,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Length of stay,Hospital stay,Postoperative hospitalization,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,13.37,3.03,14.77,3.57,,,days,Mean/SD,"Injury 56 (2025), p. 9; Table 7",Hospital stay: Group C 14.77±3.57 vs Group A 13.37±3.03 days; P=0.130.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0308,Long 2025,Long_2025,V34_B3_110,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Functional recovery,Extubation time,Immediate postoperative recovery,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,7.44,6.03,10.85,8.44,,,minutes,Mean/SD,"Injury 56 (2025), Table 5 / Results; Table 5",Extubation time: Group C 10.85±8.44 min vs Group A 7.44±6.03 min; P=0.097.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0309,Long 2025,Long_2025,V34_B3_111,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Functional recovery,Recovery-room stay >30 min,Immediate postoperative recovery,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,,,percent,Published percentage,"Injury 56 (2025), Table 5 / Results; Table 5",Recovery-room stay >30 min: Group C 42.3% vs Group A 29.6%; P=0.336.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,Raw event counts are not used because the article reports percentages and the study has group-denominator inconsistencies.,NARRATIVE ONLY,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0310,Long 2025,Long_2025,V34_B3_112,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Neurocognitive,Perioperative neurocognitive disorder (PND),POD7,Available-case analysis; source denominator inconsistencies noted,,,,,,,1.0,2.0,participants,Published event count + percentage; denominator inconsistent,"Injury 56 (2025), Table 2; Table 2",PND POD7: Group C 2 (8.0%) vs Group A 1 (3.6%); no significant difference.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,"Table percentages imply denominators C=25 and A=28, whereas study-level analyzed counts elsewhere are C=26 and A=27 and total n=53. Preserve published counts/percentages; do not reconstruct denominators.",HOLD,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0311,Long 2025,Long_2025,V34_B3_113,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,GI adverse event,Stomach pain and distension,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,3.0,2.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Stomach pain and distension: Group C 2/26 vs Group A 3/27; P=1.000.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0312,Long 2025,Long_2025,V34_B3_114,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Postoperative hypotension,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,3.0,1.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Postoperative hypotension: Group C 1/26 vs Group A 3/27; P=0.631.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0313,Long 2025,Long_2025,V34_B3_115,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Postoperative hypertension,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,3.0,2.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Postoperative hypertension: Group C 2/26 vs Group A 3/27; P=1.000.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0314,Long 2025,Long_2025,V34_B3_116,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Tachycardia/bradycardia,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,2.0,2.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Tachycardia/bradycardia: Group C 2/26 vs Group A 2/27; P=1.000.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0315,Long 2025,Long_2025,V34_B3_117,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Hypoxemia,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,0.0,4.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Hypoxemia: Group C 4/26 vs Group A 0/27; P=0.110.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0316,Long 2025,Long_2025,V34_B3_118,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Headache and vertigo,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,5.0,5.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Headache and vertigo: Group C 5/26 vs Group A 5/27; P=1.000.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0317,Long 2025,Long_2025,V34_B3_119,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),UNCLEAR,Sham,Adverse events,Delirious agitation,Postoperative,Available-case analysis; source denominator inconsistencies noted,27.0,26.0,,,,,5.0,3.0,participants,Events/total,"Injury 56 (2025), Table 6; Table 6",Delirious agitation: Group C 3/26 vs Group A 5/27; P=0.745.,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,NOT REPORTED,INCLUDE,HOLD,Physical modality unresolved: needle OR patch in source.,,1,,
AUDIT-0318,Sim 2002,Sim_2002,V34_B3_120,Postoperative EA (Group III),Placebo EA (Group I),EA,Sham,Opioid consumption,Postoperative IV PCA morphine in interval,6–12 h,All randomized/analyzed,30.0,30.0,,,,,,,mg/kg,Median/IQR width as printed,Acupuncture in Medicine 2002;20:60; Results text + Figure 3,"During 6–12 h: Group II 0.03 (0.05), Group I 0.10 (0.11), and Group III 0.08 (0.10) mg/kg.",TEAS EA Verification/Source PDFs/covidence_952_full_article.pdf,1cf418faabb4104db030b3f0b0196783cd6198d2ff5ed51c539c88ca51e6bd8a,"The paper states nonparametric data are presented as median (interquartile range), but prints a single parenthetical IQR value rather than Q1 and Q3. Pairwise P is printed for Group II vs I and II vs III, not Group III vs I.",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
AUDIT-0319,Sim 2002,Sim_2002,V34_B3_121,Postoperative EA (Group III),Placebo EA (Group I),EA,Sham,Intraoperative opioid,Alfentanil requirement rate,Intraoperative,All randomized/analyzed,30.0,30.0,0.58,0.22,0.51,0.21,,,μg/kg/min,Mean/SD,"Acupuncture in Medicine 2002;20:56,59–60; Abstract/Results + Figure 2","Alfentanil requirement: Group I 0.51±0.21, Group II 0.44±0.15, Group III 0.58±0.22 μg/kg/min.",TEAS EA Verification/Source PDFs/covidence_952_full_article.pdf,1cf418faabb4104db030b3f0b0196783cd6198d2ff5ed51c539c88ca51e6bd8a,The paper reports P=0.024 for Group II vs III and P=0.472 for Group II vs I; it does not print a Group III vs I P value.,EXCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0320,Wang 2024,Wang_2024,V34_B4_001,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,PONV,PONV incidence,0–2 h,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,,,,13.0,20.0,participants,Events/total,Breast Cancer 2024;31:931–932; Table 3,SNVP stratum PONV 0–2 h: SNVP-OD 20/35 vs SNVP-ODT 13/33.,TEAS EA Verification/Source PDFs/covidence_212_full_article.pdf,0d6dfc8648e5411a59cb9c8c9af42519fedd58975fe97916b08b61fde82f946e,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
AUDIT-0321,Wang 2024,Wang_2024,V34_B4_002,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),TEAS,CONTROL_TYPE_REVIEW_REQUIRED,PONV,PONV incidence,2–6 h,Available-case/completer analysis within SNVP risk stratum,33.0,35.0,,,,,12.0,19.0,participants,Events/total,Breast Cancer 2024;31:931–932; Table 3,SNVP stratum PONV 2–6 h: SNVP-OD 19/35 vs SNVP-ODT 12/33.,TEAS EA Verification/Source PDFs/covidence_212_full_article.pdf,0d6dfc8648e5411a59cb9c8c9af42519fedd58975fe97916b08b61fde82f946e,NOT REPORTED,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
