result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,model_id,measure,construct,role,analysis_unit,yi,vi,comparator_class_v34,comparator_adjudication,continuity_correction
V33-OD-0082,Wang 2023,Wang_2023,WANG23_TEAS_vs_SHAM_FLATUS,Nighttime TEAS,Sham/no current,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,40.0,43.0,54.57,16.62,60.7,19.1,,,hours,Mean/SD,Table 1 / postoperative first flatus,,TEAS EA Verification/Source PDFs/s40122-023-00493-2.pdf,9eae987a3d59d97843498faa079d7eac7ae430cae80d2971d356bb988714bd6c,5/88 randomized participants excluded for protocol breaches; no full ITT,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-6.130000000000003,15.389563488372096,,,
V33-OD-0134,Lu 2022,Lu_2022,LU22_TEAS_vs_CTRL_FLATUS,TEAS + ERAS,No-current control + ERAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,47.0,47.0,34.5,16.7,42.4,22.9,,,hours,Mean/SD,First flatus result,,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,Same 6 post-randomization exclusions apply,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-7.899999999999999,17.091489361702127,,,
V33-OD-0223,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_FLATUS,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,58.0,59.0,36.58,10.75,43.56,9.57,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-6.980000000000004,3.5447433372296904,,,
V33-OD-0239,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_FLATUS,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,303.0,307.0,63.4,29.0,76.3,37.9,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-12.899999999999999,7.454437492609195,,,
V33-OD-0062,Xing 2022,Xing_2022,XING22_NTG_vs_NG_FLATUS,TEAS + active TAPB,Sham TEAS + active TAPB,TEAS,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,29.0,29.0,32.57,6.94,36.83,6.19,,,hours,Mean/SD,Postoperative recovery results,,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,Three-arm study; use NTG vs NG for incremental TEAS effect,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,-4.259999999999998,2.9820586206896555,,,
AUDIT-0251+AUDIT-0252+AUDIT-0253,Sun 2017,Sun_2017,COMBINED_COMPATIBLE_ACTIVE_ARMS,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),TEAS,sham,GI recovery,Time to first postoperative flatus,Postoperative,Available-case/completer analysis,271.0,90.0,43.84981549815498,18.252664695445198,41.5,19.6,,,hours,Mean/SD,Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2,Time to first postoperative flatus: SSS 41.5±19.6; active arm 45.2±19.9; overall P=0.391.,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,flatus_TEAS_sham,1,flatus_TEAS_sham,MD,time_first_flatus,ADDITIONAL,hours,2.3498154981549817,5.497816283870097,,,
V33-OD-0117,Ng 2013,Ng_2013,NG13_EA_vs_SHAM_FLATUS,Electroacupuncture,Sham acupuncture,EA,sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,55.0,55.0,48.0,21.6,55.199999999999996,26.400000000000002,,,days,Mean/SD,Secondary outcome / first flatus,,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,No statistically significant EA-vs-sham difference,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,flatus_EA_sham,24,flatus_EA_sham,MD,time_first_flatus,ADDITIONAL,hours,-7.199999999999996,21.154909090909094,,,
V33-OD-0002,Yang 2020,Yang_2020,YANG20_EA_vs_UC,EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first postoperative flatus,From surgery to first flatus,Outcome-specific analyzed population,29.0,28.0,20.8,4.6,24.1,6.2,,,hours,Mean/SD,GI recovery results/table,,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,Open-label; 2/59 excluded after randomization; participant-report contribution unclear,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,flatus_EA_usual,1,flatus_EA_usual,MD,time_first_flatus,ADDITIONAL,hours,-3.3000000000000007,2.102512315270936,,,
V33-OD-0053,Yang 2024,Yang_2024,YANG24_EA_vs_UC_FLATUS,Perioperative EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,90.0,90.0,15.4,3.2,17.0,3.7,,,hours,Mean/SD,Table 2 / primary first-flatus outcome,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,Open-label participants; outcome assessor blinded,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,flatus_EA_usual,1,flatus_EA_usual,MD,time_first_flatus,ADDITIONAL,hours,-1.5999999999999996,0.2658888888888889,,,
V33-OD-0198,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_FLATUS,Postoperative EA + ERAS,ERAS/standard care,EA,usual_care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,43.0,45.0,36.4,8.0,42.2,8.5,,,hours,Mean/SD,Co-primary outcome / first flatus,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,13/101 randomized participants excluded after randomization; no sham procedure and patient blinding is not credible for penetrating postoperative EA,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,flatus_EA_usual,1,flatus_EA_usual,MD,time_first_flatus,ADDITIONAL,hours,-5.800000000000004,3.0939276485788114,,,
AUDIT-0017+AUDIT-0018+AUDIT-0019,Zhu 2022,Zhu_2022,COMBINED_COMPATIBLE_ACTIVE_ARMS,Group Pre — EA day before surgery,Group Usual — usual care alone,EA,usual_care,GI recovery,Time to passage of first flatus,From end of surgery to first flatus,Per-protocol,299.0,101.0,18.55665551839465,6.699015793563314,21.56,8.07,,,hours,Mean/SD,p. 422; Table 3 | p. 422; Table 3 | p. 422; Table 3,Time to passage of first flatus (h; mean±SD) 18.38±6.11 18.47±6.47 18.82±7.50 21.56±8.07 ... 0.003**,TEAS EA Verification/Source PDFs/covidence_381_full_article.pdf,81b253dfbb68322da8383e775b391e0eb829702de456e01224fa82bf6b56bde0,Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,flatus_EA_usual,1,flatus_EA_usual,MD,time_first_flatus,ADDITIONAL,hours,-3.0033444816053496,0.7948906643545642,,,
V33-OD-0222,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_BOWEL,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first bowel sounds,Postoperative,Outcome-specific analyzed population,58.0,59.0,19.69,7.61,26.58,7.43,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,bowelsounds_TEAS_sham,1,bowelsounds_TEAS_sham,MD,time_first_bowel_sounds,ADDITIONAL,hours,-6.889999999999997,1.9341607539450614,,,
AUDIT-0173,Gao 2021,Gao_2021,V34_B2_023,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first bowel sounds,Postoperative,Intention-to-treat; all randomized patients,303.0,307.0,41.4,22.6,46.0,24.1,,,hours,Mean/SD,p. 1623; Table III,Time to first bowel sounds: 41.4 ± 22.6 vs 46.0 ± 24.1.,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,bowelsounds_TEAS_sham,1,bowelsounds_TEAS_sham,MD,time_first_bowel_sounds,ADDITIONAL,hours,-4.600000000000001,3.577565818471098,,,
V33-OD-0135,Lu 2022,Lu_2022,LU22_TEAS_vs_CTRL_DEFEC,TEAS + ERAS,No-current control + ERAS,TEAS,sham,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,47.0,47.0,42.0,25.0,55.4,29.7,,,hours,Mean/SD,First defecation result,,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,Same 6 post-randomization exclusions apply,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_TEAS_sham,1,defecation_TEAS_sham,MD,time_first_defecation,ADDITIONAL,hours,-13.399999999999999,32.06574468085106,,,
V33-OD-0224,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_DEFEC,Long-duration TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,58.0,59.0,71.48,20.62,77.27,22.67,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_TEAS_sham,1,defecation_TEAS_sham,MD,time_first_defecation,ADDITIONAL,hours,-5.789999999999992,16.04142483927528,,,
V33-OD-0240,Gao 2021,Gao_2021,GAO21_TEAS_vs_SHAM_DEFEC,Postoperative TEAS,Sham/no-current TEAS,TEAS,sham,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,303.0,307.0,106.7,65.6,121.5,65.6,,,hours,Mean/SD,GI recovery outcomes,,TEAS EA Verification/Source PDFs/covidence_400_full_article.pdf,9dccc7912cf6c84c466abdf8e09b879b53113bafa6d3d72306ad087bdc48e18a,Full randomized sample retained; participant awareness may influence self-reported GI milestones,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_TEAS_sham,1,defecation_TEAS_sham,MD,time_first_defecation,ADDITIONAL,hours,-14.799999999999997,28.219967534212703,,,
AUDIT-0254+AUDIT-0255+AUDIT-0256,Sun 2017,Sun_2017,COMBINED_COMPATIBLE_ACTIVE_ARMS,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),TEAS,sham,GI recovery,Time to first postoperative defecation,Postoperative,Available-case/completer analysis,271.0,90.0,60.926568265682654,18.924971618794423,63.4,22.9,,,hours,Mean/SD,Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2 | Clin J Pain 2017;33:344; Table 2,Time to first postoperative defecation: SSS 63.4±22.9; active arm 63.6±19.8; overall P=0.127.,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,NOT REPORTED,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_TEAS_sham,1,defecation_TEAS_sham,MD,time_first_defecation,ADDITIONAL,hours,-2.4734317343173444,7.148381286162184,,,
V33-OD-0115,Ng 2013,Ng_2013,NG13_EA_vs_SHAM_BOWEL,Electroacupuncture,Sham acupuncture,EA,sham,GI recovery,Time to first bowel motion / defecation,Postoperative,Outcome-specific analyzed population,55.0,55.0,85.9,36.1,107.5,46.2,,,hours,Mean/SD,Primary outcome / first bowel motion,,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,Allocation used sealed nonopaque envelopes; EA-vs-sham participants and outcome assessors were blinded,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_EA_sham,1,defecation_EA_sham,MD,time_first_defecation,ADDITIONAL,hours,-21.599999999999994,62.50272727272727,,,
V33-OD-0054,Yang 2024,Yang_2024,YANG24_EA_vs_UC_DEFEC,Perioperative EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,90.0,90.0,75.9,7.9,79.7,8.1,,,hours,Mean/SD,Table 2 / primary first-defecation outcome,,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,Open-label participants; outcome assessor blinded,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_EA_usual,1,defecation_EA_usual,MD,time_first_defecation,ADDITIONAL,hours,-3.799999999999997,1.4224444444444444,,,
V33-OD-0116,Ng 2013,Ng_2013,NG13_EA_vs_NOACU_BOWEL,Electroacupuncture,No acupuncture,EA,usual_care,GI recovery,Time to first bowel motion / defecation,Postoperative,Outcome-specific analyzed population,55.0,55.0,85.9,36.1,122.1,53.5,,,hours,Mean/SD,Primary outcome / first bowel motion,,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,No-acupuncture group could not be participant blinded,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_EA_usual,1,defecation_EA_usual,MD,time_first_defecation,ADDITIONAL,hours,-36.19999999999999,75.73563636363636,,,
V33-OD-0199,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_DEFEC,Postoperative EA + ERAS,ERAS/standard care,EA,usual_care,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,43.0,45.0,46.0,8.0,51.3,9.4,,,hours,Mean/SD,Co-primary outcome / first defecation,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,Same post-randomization exclusion and no-sham concerns apply,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_EA_usual,1,defecation_EA_usual,MD,time_first_defecation,ADDITIONAL,hours,-5.299999999999997,3.4519276485788115,,,
V33-OD-0380,Yang 2020,Yang_2020,YANG20_EA_vs_UC_DEFECATION,EA + usual care,Usual care,EA,usual_care,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,29.0,28.0,53.9,6.0,57.5,7.2,,,hours,Mean/SD,Abstract Results; GI recovery table,,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,Analysis Ns mirror the existing v32 first-flatus row for this trial (29/28 of 30/29 randomized; 57 of 59 completed). Open-label design; existing RoB concern retained.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,defecation_EA_usual,1,defecation_EA_usual,MD,time_first_defecation,ADDITIONAL,hours,-3.6000000000000014,3.0928078817733993,,,
V33-OD-0254,An 2014,An_2014,AN14_EA_vs_CTRL_FENT48,Intraoperative electroacupuncture,No acupuncture control,EA,usual_care,Opioid consumption,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,Outcome-specific analyzed population,41.0,40.0,67.0,9.0,73.0,12.0,,,mg fentanyl,Mean/SD,Opioid/PCIA results,,TEAS EA Verification/Source PDFs/covidence_698_full_article.pdf,56f30fc7755720d3fe7611252f8c3700faa6c6ab57cddc112fef729cc913c645,Seven of 88 randomized patients were excluded from analysis; total fentanyl is not isolated to 0-24 h.,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,opioid48_EA_usual_PCA,100,opioid48_EA_usual_PCA,MD,PCA_fentanyl_0_48h,ADDITIONAL,mg IVMME,-6.0,5.5756097560975615,,,
V35-YANG24-72,Yang 2024,Yang_2024,YANG24_EA_vs_UC_MORPH72,Perioperative EA + usual care,Usual care,EA,usual_care,Opioid consumption,Cumulative morphine use via IV PCA,0-72 h / POD1-3,Outcome-specific analyzed population,90.0,90.0,127.0,12.0,127.5,12.5,,,mg morphine,Mean/SD,Extracted from PCA device records; full ITT.,127.0±12.0 vs 127.5±12.5 mg,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,All 180 randomized participants retained in ITT; open-label patients but objective PCA drug-use record,INCLUDE,SENSITIVITY,Yang unquantified IM rescue not included in device total.,opioid72_EA_usual_PCA,1,opioid72_EA_usual_PCA,MD,PCA_morphine_0_72h,SENSITIVITY,mg IV morphine,-0.5,3.3361111111111112,,,
V33-OD-0250,Wong 2006,Wong_2006,WONG06_EA_vs_SHAM_MORPHTOTAL,Postoperative electroacupuncture,Nonpenetrating sham acupuncture,EA,sham,Opioid consumption,IV PCA morphine consumption,First 3 postoperative days total,Outcome-specific analyzed population,13.0,12.0,33.9,12.8,42.3,21.3,,,mg IV morphine,Mean/SD,Table 2 / postoperative PCA morphine,,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,Both groups also received scheduled oral dextropropoxyphene. Two randomized sham patients were excluded after serious postoperative complications.,INCLUDE,INCLUDE,Published three-day PCA mean/SD; separate from strict systemic24h outcome.,opioid72_EA_sham_PCA,1,opioid72_EA_sham_PCA,MD,PCA_morphine_0_72h,ADDITIONAL,mg IV morphine,-8.399999999999999,50.41057692307693,,,
V35-CHEN20-48,Chen 2020,Chen_2020,CHEN20_TEAS_vs_SHAM_SUF48,Perioperative TEAS,Sham low/zero-current protocol,TEAS,sham,Opioid consumption,Cumulative postoperative PCIA sufentanil consumption,0-48 h,Outcome-specific analyzed population,40.0,40.0,29.63,2.4425,35.0375,1.9675,,,µg sufentanil,Mean/SD,48-h cumulative pump result; preserve native µg. Registration retrospective.,118.52±9.77 vs 140.15±7.87 μg,TEAS EA Verification/Source PDFs/Thoracic Cancer - 2020 - Chen - Efficacy of transcutaneous electrical acupoint stimulation combined with general anesthesia.pdf,debc925a549725290efc12e4fde6fbbb63880cb0bbd6425faac2e22b1e5c3663,Sham was 4 mA pre/postoperatively but 0 mA intraoperatively; preserve this nuance,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf0.25,0.25,opioid48_TEAS_sham_uncertain_suf0.25,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-5.407500000000002,0.24592156249999997,,,
V35-HE26-48,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_MME24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,sham,Opioid consumption,Total postoperative opioid consumption in morphine equivalents,0–48 h,Outcome-specific analyzed population,80.0,79.0,39.5,4,40.4,7.1,,,mg MME,Mean/SD,"Supplemental material 2 eTable 1 (he2026_sm8843.docx; v36 label corrected from sm8842, which is the SAP); mITT80/79",,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Supplemental eTable 1 directly reports MME; mITT excludes one canceled surgery and one consent withdrawal after randomization,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf0.25,1,opioid48_TEAS_sham_uncertain_suf0.25,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-0.8999999999999986,0.8381012658227849,,,
V35-CHEN20-48,Chen 2020,Chen_2020,CHEN20_TEAS_vs_SHAM_SUF48,Perioperative TEAS,Sham low/zero-current protocol,TEAS,sham,Opioid consumption,Cumulative postoperative PCIA sufentanil consumption,0-48 h,Outcome-specific analyzed population,40.0,40.0,59.26,4.885,70.075,3.935,,,µg sufentanil,Mean/SD,48-h cumulative pump result; preserve native µg. Registration retrospective.,118.52±9.77 vs 140.15±7.87 μg,TEAS EA Verification/Source PDFs/Thoracic Cancer - 2020 - Chen - Efficacy of transcutaneous electrical acupoint stimulation combined with general anesthesia.pdf,debc925a549725290efc12e4fde6fbbb63880cb0bbd6425faac2e22b1e5c3663,Sham was 4 mA pre/postoperatively but 0 mA intraoperatively; preserve this nuance,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf0.5,0.5,opioid48_TEAS_sham_uncertain_suf0.5,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-10.815000000000005,0.9836862499999999,,,
V35-HE26-48,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_MME24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,sham,Opioid consumption,Total postoperative opioid consumption in morphine equivalents,0–48 h,Outcome-specific analyzed population,80.0,79.0,39.5,4,40.4,7.1,,,mg MME,Mean/SD,"Supplemental material 2 eTable 1 (he2026_sm8843.docx; v36 label corrected from sm8842, which is the SAP); mITT80/79",,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Supplemental eTable 1 directly reports MME; mITT excludes one canceled surgery and one consent withdrawal after randomization,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf0.5,1,opioid48_TEAS_sham_uncertain_suf0.5,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-0.8999999999999986,0.8381012658227849,,,
V35-CHEN20-48,Chen 2020,Chen_2020,CHEN20_TEAS_vs_SHAM_SUF48,Perioperative TEAS,Sham low/zero-current protocol,TEAS,sham,Opioid consumption,Cumulative postoperative PCIA sufentanil consumption,0-48 h,Outcome-specific analyzed population,40.0,40.0,118.52,9.77,140.15,7.87,,,µg sufentanil,Mean/SD,48-h cumulative pump result; preserve native µg. Registration retrospective.,118.52±9.77 vs 140.15±7.87 μg,TEAS EA Verification/Source PDFs/Thoracic Cancer - 2020 - Chen - Efficacy of transcutaneous electrical acupoint stimulation combined with general anesthesia.pdf,debc925a549725290efc12e4fde6fbbb63880cb0bbd6425faac2e22b1e5c3663,Sham was 4 mA pre/postoperatively but 0 mA intraoperatively; preserve this nuance,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf1,1.0,opioid48_TEAS_sham_uncertain_suf1,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-21.63000000000001,3.9347449999999995,,,
V35-HE26-48,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_MME24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,sham,Opioid consumption,Total postoperative opioid consumption in morphine equivalents,0–48 h,Outcome-specific analyzed population,80.0,79.0,39.5,4,40.4,7.1,,,mg MME,Mean/SD,"Supplemental material 2 eTable 1 (he2026_sm8843.docx; v36 label corrected from sm8842, which is the SAP); mITT80/79",,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Supplemental eTable 1 directly reports MME; mITT excludes one canceled surgery and one consent withdrawal after randomization,INCLUDE,SENSITIVITY,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,opioid48_TEAS_sham_uncertain_suf1,1,opioid48_TEAS_sham_uncertain_suf1,MD,PCA_or_author_equivalent_0_48h,SENSITIVITY,assumed mg IVMME,-0.8999999999999986,0.8381012658227849,,,
V33-OD-0072,Wu 2022,Wu_2022,WU22_PTEAS_vs_CTRL_REMI,Perioperative pTEAS,No-current control,TEAS,sham,Intraoperative opioid,Cumulative remifentanil,Intraoperative,Outcome-specific analyzed population,44.0,40.0,1383.0,494.0,1637.0,630.0,,,µg remifentanil,Mean/SD,Table 2 / cumulative remifentanil,,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,Complete-case analysis with asymmetric attrition,INCLUDE,INCLUDE,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,intraop_remifentanil_TEAS_sham,1,intraop_remifentanil_TEAS_sham,MD,intraop_remifentanil,ADDITIONAL,µg remifentanil,-254.0,15468.772727272728,,,
