study,outcome,timepoint,outcome_family,intervention,comparator,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,d1_randomisation,d2_deviations,d3_missing,d4_measurement,d5_reporting,overall,rationale,flags,source_pdf,status,adopted_by,adopted_date,provenance_note
Wu 2025,Moderate-to-severe pain (VAS >4),Within 12 h,Pain,PACU TEAS,Sham/no current,50,50,50,50,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1 Low: 'Randomization was performed using a computer-generated list of random numbers created by an independent third party'. D2 Some concerns: 'the sham TEAS group received electrode patches affixed without electrical stimulation to simulate the sensory experience without actual electrical current', and 'All clinicians and researchers collect[ing outcome data]' were blinded, but the authors acknowledge 'the sensation of electrical stimulation can bring about some perceptual differences, and this difference may affect the [blinding]'. D3 Low: 'All outcomes were evaluated in the intention-to-treat (ITT) population'. D5 Low: explicitly named among the secondary outcomes -- 'VAS scores at 1 h and 12 h post-surgery, analgesic consumption, incidence of moderate-to-severe pain (VAS score >4), incidence of postoperative nausea and v[omiting]'. D4 Some concerns for THIS result: a self-reported/participant-influenced measure in a trial whose own authors note imperfect sensory blinding.",,103940.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Wu 2025,Remifentanil consumption,Intraoperative,Intraoperative opioid,PACU TEAS,Sham/no current,50,50,50,50,Low,Some concerns,Low,Low,Some concerns,Some concerns,"D1 Low: 'Randomization was performed using a computer-generated list of random numbers created by an independent third party'. D2 Some concerns: 'the sham TEAS group received electrode patches affixed without electrical stimulation to simulate the sensory experience without actual electrical current', and 'All clinicians and researchers collect[ing outcome data]' were blinded, but the authors acknowledge 'the sensation of electrical stimulation can bring about some perceptual differences, and this difference may affect the [blinding]'. D3 Low: 'All outcomes were evaluated in the intention-to-treat (ITT) population'. D5 Some concerns: the named secondary outcomes are all postoperative; intraoperative opioid consumption is not itself among them. D4 Low for THIS result: 'A professionally trained anesthesiologist administered the interventions according to a serial number' and 'All clinicians and researchers collect[ing data]' were blinded, so intraoperative dosing was set and recorded under blinded conditions.",intraoperative consumption not among the named postoperative secondary outcomes,103940.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Wu 2025,Sufentanil consumption,Intraoperative,Intraoperative opioid,PACU TEAS,Sham/no current,50,50,50,50,Low,Some concerns,Low,Low,Some concerns,Some concerns,"D1 Low: 'Randomization was performed using a computer-generated list of random numbers created by an independent third party'. D2 Some concerns: 'the sham TEAS group received electrode patches affixed without electrical stimulation to simulate the sensory experience without actual electrical current', and 'All clinicians and researchers collect[ing outcome data]' were blinded, but the authors acknowledge 'the sensation of electrical stimulation can bring about some perceptual differences, and this difference may affect the [blinding]'. D3 Low: 'All outcomes were evaluated in the intention-to-treat (ITT) population'. D5 Some concerns: the named secondary outcomes are all postoperative; intraoperative opioid consumption is not itself among them. D4 Low for THIS result: 'A professionally trained anesthesiologist administered the interventions according to a serial number' and 'All clinicians and researchers collect[ing data]' were blinded, so intraoperative dosing was set and recorded under blinded conditions.",intraoperative consumption not among the named postoperative secondary outcomes,103940.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension incidence,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: abdominal distension (AD) incidence and degree is named among the trial's stated PRIMARY outcomes. D4 Some concerns for THIS result: the report does not state whether AD is scored by an independent observer from an objective sign (e.g. girth) or from the patient's own report of bloating/discomfort; given participants were not blinded and the ambiguity is unresolved, this is treated cautiously as susceptible to participant awareness of allocation.",unclear whether AD is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: AD severity grading is part of the same named primary outcome as AD incidence. D4 Some concerns for THIS result: identical reasoning to AD incidence -- the severity grade for this same instrument carries the same unresolved ambiguity about whether it is assessor-observed or patient-reported.",unclear whether AD severity is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension severity grade 1,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: AD severity grading is part of the same named primary outcome as AD incidence. D4 Some concerns for THIS result: identical reasoning to AD incidence -- the severity grade for this same instrument carries the same unresolved ambiguity about whether it is assessor-observed or patient-reported.",unclear whether AD severity is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension severity grade 2,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: AD severity grading is part of the same named primary outcome as AD incidence. D4 Some concerns for THIS result: identical reasoning to AD incidence -- the severity grade for this same instrument carries the same unresolved ambiguity about whether it is assessor-observed or patient-reported.",unclear whether AD severity is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension severity grade 3,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: AD severity grading is part of the same named primary outcome as AD incidence. D4 Some concerns for THIS result: identical reasoning to AD incidence -- the severity grade for this same instrument carries the same unresolved ambiguity about whether it is assessor-observed or patient-reported.",unclear whether AD severity is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Abdominal distension severity grade 4,Postoperative; assessment window not separately stated,GI adverse effect,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Low: AD severity grading is part of the same named primary outcome as AD incidence. D4 Some concerns for THIS result: identical reasoning to AD incidence -- the severity grade for this same instrument carries the same unresolved ambiguity about whether it is assessor-observed or patient-reported.",unclear whether AD severity is assessor-observed or patient-reported,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Dynamic pain VAS,0–24 h after surgery,Pain,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (pain), pain intensity, and duration of hospital stay' / 'Secondary outcomes included pain, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: VAS pain is the participant's own subjective rating; although an independent, blinded observer elicits and records it, the unblinded participant's own awareness of allocation can still influence the rating they give.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Dynamic pain VAS,24–48 h after surgery,Pain,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (pain), pain intensity, and duration of hospital stay' / 'Secondary outcomes included pain, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: VAS pain is the participant's own subjective rating; although an independent, blinded observer elicits and records it, the unblinded participant's own awareness of allocation can still influence the rating they give.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Dynamic pain VAS,48–72 h after surgery,Pain,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (pain), pain intensity, and duration of hospital stay' / 'Secondary outcomes included pain, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: VAS pain is the participant's own subjective rating; although an independent, blinded observer elicits and records it, the unblinded participant's own awareness of allocation can still influence the rating they give.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Hospital stay,Postoperative hospitalization,Length of stay,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: the report does not state who makes the discharge decision or whether that person was blinded; hospital discharge timing more often reflects a treating clinician's overall judgement than a fixed, purely objective criterion.",unclear who decides hospital discharge or whether they were blinded,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea incidence,0–24 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: nausea is an internal sensation only the participant can report; the 4-point PONV scale is completed via the participant's own account even though the observer recording it is blinded.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea incidence,24–48 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: nausea is an internal sensation only the participant can report; the 4-point PONV scale is completed via the participant's own account even though the observer recording it is blinded.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea incidence,48–72 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: nausea is an internal sensation only the participant can report; the 4-point PONV scale is completed via the participant's own account even though the observer recording it is blinded.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea severity score,0–24 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: identical reasoning to nausea incidence at the same timepoint -- the severity grade for the same subjective sensation.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea severity score,24–48 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: identical reasoning to nausea incidence at the same timepoint -- the severity grade for the same subjective sensation.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Nausea severity score,48–72 h after surgery,PONV,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (PONV), pain intensity, and duration of hospital stay' / 'Secondary outcomes included PONV, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: identical reasoning to nausea incidence at the same timepoint -- the severity grade for the same subjective sensation.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Participants given rescue medication,Postoperative; exact window not stated,Rescue analgesia,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D5 Some concerns: rescue medication is not itself individually named among the stated secondary outcomes, though the trigger for giving it ('If the Visual Analogue Scale (VAS) exceeded 3/10, an additional intramuscular injection of bucinnazine 100 mg was administered as a rescue medication') is protocol-defined. D4 Some concerns for THIS result: because rescue medication is triggered by the participant's own VAS report, whether it was given at all inherits the same participant-unblinding risk as the VAS score driving it.",rescue medication not individually named among the pre-specified outcomes,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Yang 2020,Static pain VAS,0–24 h after surgery,Pain,EA group,UC group,29.0,28.0,30.0,29.0,Low,Some concerns,Low,Some concerns,Low,Some concerns,"D5 Low: registered ChiCTR1800014461; this result is explicitly named among the stated secondary outcomes ('Secondary outcomes included postoperative nausea and vomiting (pain), pain intensity, and duration of hospital stay' / 'Secondary outcomes included pain, pain scores, time to out-of-bed activity and length of hospital stay'), though this is explicitly a feasibility study with no formal sample-size calculation for these secondary comparisons. D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 Some concerns: open-label -- 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment' -- but 'The assessors, anesthetists, and statisticians were unaware of study-group assignments throughout the entire trial', and 'An independent observer assessed PONV and pain intensity at 24, 48, and 72 hours after surgery'. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), with documented reasons. D4 Some concerns for THIS result: identical reasoning to dynamic pain VAS at the same timepoint -- a participant self-rating, not protected from the participant's own unblinding by the observer's blinding.",,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
