Canonical study,Comparison ID,Intervention arm,Comparator arm,Outcome family,Outcome/result,Timepoint/window,Data type,Randomized n intervention,Randomized n comparator,Analyzed n intervention,Analyzed n comparator,Mean intervention,SD intervention,Median intervention,Q1 intervention,Q3 intervention,Events intervention,Mean comparator,SD comparator,Median comparator,Q1 comparator,Q3 comparator,Events comparator,Unit/scale,Reported P,Directly reported?,Derived/converted?,Derived effect measure,Derived effect,Exact 0-24 h postoperative opioid?,Primary opioid meta-analysis eligible?,Other analysis eligibility,Shared-control / multi-arm issue,Source-QC issue,Source location,Source PDF URL,Record status,V34 record ID,V34 audit row,V34 disposition,Raw statistic intervention,Raw dispersion intervention,Raw statistic comparator,Raw dispersion comparator,Minimum intervention,Maximum intervention,Minimum comparator,Maximum comparator,IQR width intervention,IQR width comparator,Analysis population,V34 source filename,V34 source quote,V34 eligibility,V34 eligibility reason,V34 RoB2 status,V34 endpoint class,V34 modality,V34 comparator class,V34 time class
Sim 2002,V34_B3_070,Postoperative EA (Group III),Placebo EA (Group I),Pain,Resting VAS,18 h,Other (describe),30.0,30.0,30.0,30.0,,,,,,,,,,,,,VAS 0–10,No difference among three groups (timepoint-specific exact P not printed),Yes,No,,,No,No,NOT REPORTED — Accessed source does not supply the requested numerical result.,Yes — shared comparator; select one contrast per model,Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0268,268,NOT_REPORTED_ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,The VAS for pain assessed every 6 hours was not different among the three groups.,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,EA,Sham,18h
Sim 2002,V34_B3_071,Postoperative EA (Group III),Placebo EA (Group I),Pain,Resting VAS,24 h,Other (describe),30.0,30.0,30.0,30.0,,,,,,,,,,,,,VAS 0–10,No difference among three groups (timepoint-specific exact P not printed),Yes,No,,,No,No,NOT REPORTED — Accessed source does not supply the requested numerical result.,Yes — shared comparator; select one contrast per model,Exact group values for this individual clock-time assessment are NOT REPORTED. Do not substitute the Table 2 24-h mean.,Acupuncture in Medicine 2002;20:59–61; Outcomes/Results text,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0269,269,NOT_REPORTED_ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,The VAS for pain assessed every 6 hours was not different among the three groups.,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,EA,Sham,24 h point
Sim 2002,V34_B3_072,Preoperative EA (Group II),Placebo EA (Group I),PONV,PONV,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0270,270,NOT_ANALYSIS_ELIGIBLE,43.3,NOT REPORTED,46.6,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,PONV (%): Group I 46.6; Group II 43.3; Group III 56.7.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,PONV composite,EA,Sham,0-24h
Sim 2002,V34_B3_073,Postoperative EA (Group III),Placebo EA (Group I),PONV,PONV,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0271,271,NOT_ANALYSIS_ELIGIBLE,56.7,NOT REPORTED,46.6,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,PONV (%): Group I 46.6; Group II 43.3; Group III 56.7.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,PONV composite,EA,Sham,0-24h
Sim 2002,V34_B3_074,Preoperative EA (Group II),Placebo EA (Group I),Opioid-related adverse effect,Drowsiness,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0272,272,NOT_ANALYSIS_ELIGIBLE,23.3,NOT REPORTED,30.0,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Drowsiness (%): Group I 30.0; Group II 23.3; Group III 33.3.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Sim 2002,V34_B3_075,Postoperative EA (Group III),Placebo EA (Group I),Opioid-related adverse effect,Drowsiness,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0273,273,NOT_ANALYSIS_ELIGIBLE,33.3,NOT REPORTED,30.0,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Drowsiness (%): Group I 30.0; Group II 23.3; Group III 33.3.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Sim 2002,V34_B3_076,Preoperative EA (Group II),Placebo EA (Group I),Opioid-related adverse effect,Pruritus,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0274,274,NOT_ANALYSIS_ELIGIBLE,13.3,NOT REPORTED,16.7,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Pruritus (%): Group I 16.7; Group II 13.3; Group III 16.7.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Sim 2002,V34_B3_077,Postoperative EA (Group III),Placebo EA (Group I),Opioid-related adverse effect,Pruritus,0–24 h,Published percentage,30.0,30.0,30.0,30.0,,,,,,,,,,,,,percent,No significant between-group difference reported,Yes,No,,,No,No,NARRATIVE ONLY — Printed percentage/CI retained; event counts not reverse-engineered.,Yes — shared comparator; select one contrast per model,Raw event counts are NOT REPORTED and were not reconstructed from rounded percentages.,Acupuncture in Medicine 2002;20:60–61; Table 2,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0275,275,NOT_ANALYSIS_ELIGIBLE,16.7,NOT REPORTED,16.7,NOT REPORTED,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Pruritus (%): Group I 16.7; Group II 13.3; Group III 16.7.,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-24h
Sim 2002,V34_B3_078,Preoperative EA (Group II),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,0–6 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0276,276,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 0–6 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-6h
Sim 2002,V34_B3_079,Preoperative EA (Group II),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,12–18 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0277,277,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 12–18 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,12-18h
Sim 2002,V34_B3_080,Preoperative EA (Group II),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,18–24 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0278,278,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 18–24 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,18-24h
Sim 2002,V34_B3_081,Postoperative EA (Group III),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,0–6 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0279,279,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 0–6 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,0-6h
Sim 2002,V34_B3_082,Postoperative EA (Group III),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,12–18 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0280,280,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 12–18 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,12-18h
Sim 2002,V34_B3_083,Postoperative EA (Group III),Placebo EA (Group I),Opioid consumption,Postoperative IV PCA morphine in interval,18–24 h,Graph only,30.0,30.0,30.0,30.0,,,,,,,,,,,,,mg/kg,NOT REPORTED,Yes,No,,,No,No,GRAPH ONLY — No new graph digitization; historical digitized data require their original validation before pooling.,Yes — shared comparator; select one contrast per model,Exact numerical interval value is not printed. No visual digitization performed.,Acupuncture in Medicine 2002;20:60; Figure 3,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0281,281,GRAPH_ONLY_ADDED,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,GRAPH ONLY,,,,,,,All randomized/analyzed,covidence_952_full_article.pdf,Figure 3 presents postoperative morphine requirement for 18–24 h.,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Postoperative opioid dose (native window/unit),EA,Sham,18-24h
Lu 2021,V34_B3_084,Single PC6 TEAS,Sham/no current,Functional recovery,Time to first verbal response,Immediate postoperative recovery,Mean/SD,198.0,188.0,198.0,188.0,9.1,4.4,,,,,9.2,5.1,,,,,minutes,0.80,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0282,282,ADDED,9.1,4.4,9.2,5.1,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Time to first verbal response: sham 9.2±5.1; single 9.1±4.4; combined 9.1±4.9; P=0.80.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Functional recovery,TEAS,Sham,immediate postoperative recovery
Lu 2021,V34_B3_085,Combined PC6+CV17 TEAS,Sham/no current,Functional recovery,Time to first verbal response,Immediate postoperative recovery,Mean/SD,190.0,188.0,190.0,188.0,9.1,4.9,,,,,9.2,5.1,,,,,minutes,0.80,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0283,283,ADDED,9.1,4.9,9.2,5.1,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Time to first verbal response: sham 9.2±5.1; single 9.1±4.4; combined 9.1±4.9; P=0.80.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Functional recovery,TEAS,Sham,immediate postoperative recovery
Lu 2021,V34_B3_086,Single PC6 TEAS,Sham/no current,Functional recovery,Time to extubation,Immediate postoperative recovery,Mean/SD,198.0,188.0,198.0,188.0,10.4,4.8,,,,,10.7,5.9,,,,,minutes,0.82,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0284,284,ADDED,10.4,4.8,10.7,5.9,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Time to extubation: sham 10.7±5.9; single 10.4±4.8; combined 10.6±5.2; P=0.82.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Functional recovery,TEAS,Sham,immediate postoperative recovery
Lu 2021,V34_B3_087,Combined PC6+CV17 TEAS,Sham/no current,Functional recovery,Time to extubation,Immediate postoperative recovery,Mean/SD,190.0,188.0,190.0,188.0,10.6,5.2,,,,,10.7,5.9,,,,,minutes,0.82,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,NOT REPORTED,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0285,285,ADDED,10.6,5.2,10.7,5.9,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Time to extubation: sham 10.7±5.9; single 10.4±4.8; combined 10.6±5.2; P=0.82.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Functional recovery,TEAS,Sham,immediate postoperative recovery
Lu 2021,V34_B3_088,Single PC6 TEAS,Sham/no current,Pain,NRS at rest,24 h after surgery,Median/IQR,198.0,188.0,198.0,188.0,,,0.9,0.0,1.3,,,,1.0,0.0,1.6,,NRS 0–10,Table 3: 0.94; Results prose: 0.12,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0286,286,NOT_ANALYSIS_ELIGIBLE,0.9,0–1.3,1,0–1.6,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,24 h point
Lu 2021,V34_B3_089,Combined PC6+CV17 TEAS,Sham/no current,Pain,NRS at rest,24 h after surgery,Median/IQR,190.0,188.0,190.0,188.0,,,1.0,0.0,1.0,,,,1.0,0.0,1.6,,NRS 0–10,Table 3: 0.94; Results prose: 0.12,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0287,287,NOT_ANALYSIS_ELIGIBLE,1,0–1,1,0–1.6,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — rest,TEAS,Sham,24 h point
Lu 2021,V34_B3_090,Single PC6 TEAS,Sham/no current,Pain,NRS at cough,24 h after surgery,Median/IQR,198.0,188.0,198.0,188.0,,,1.3,0.3,2.9,,,,1.1,0.1,2.8,,NRS 0–10,Table 3: 0.89; Results prose: 0.49,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0288,288,NOT_ANALYSIS_ELIGIBLE,1.3,0.3–2.9,1.1,0.1–2.8,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,24 h point
Lu 2021,V34_B3_091,Combined PC6+CV17 TEAS,Sham/no current,Pain,NRS at cough,24 h after surgery,Median/IQR,190.0,188.0,190.0,188.0,,,1.0,0.0,2.3,,,,1.1,0.1,2.8,,NRS 0–10,Table 3: 0.89; Results prose: 0.49,Yes,No,,,No,No,NARRATIVE ONLY — Median and original dispersion preserved; no mean/SD conversion or MD pooling.,Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0289,289,NOT_ANALYSIS_ELIGIBLE,1,0–2.3,1.1,0.1–2.8,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Pain — cough,TEAS,Sham,24 h point
Lu 2021,V34_B3_092,Single PC6 TEAS,Sham/no current,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Events/total,198.0,188.0,198.0,188.0,,,,,,3.0,,,,,,7.0,participants,Table 3: 0.35; Results prose: 0.58,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0290,290,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Non-opioid rescue analgesia,TEAS,Sham,0-24h
Lu 2021,V34_B3_093,Combined PC6+CV17 TEAS,Sham/no current,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Events/total,190.0,188.0,190.0,188.0,,,,,,4.0,,,,,,7.0,participants,Table 3: 0.35; Results prose: 0.58,Yes,No,,,No,No,"INCLUDE — Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",Yes — shared comparator; select one contrast per model,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3 + Results §3.3",https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"SOURCE-AUDIT RECONCILED; supplied audit, no independent PDF reread",AUDIT-0291,291,ADDED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,,,,,,,Intention-to-treat,covidence_414_full_article.pdf,Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Non-opioid rescue analgesia,TEAS,Sham,0-24h
