batch,batch_row,study,outcome_family,outcome_result,timepoint_window,intervention_arm,comparator_arm,randomized_n_int,randomized_n_comp,analyzed_n_int,analyzed_n_comp,statistic_type,value_int,dispersion_int,value_comp,dispersion_comp,events_int,events_comp,unit_scale,reported_p,effect_estimate_as_printed,analysis_population,page,table_or_figure,verbatim_quote,ambiguity_notes,v34_audit_row,v34_disposition,v34_v34_record_id,v34_v33_excel_row,v34_outcome,v34_window
3,85,Lu 2021,Functional recovery,Time to first verbal response,Immediate postoperative recovery,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Mean/SD,9.1,4.9,9.2,5.1,NOT REPORTED,NOT REPORTED,minutes,0.80,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Time to first verbal response: sham 9.2±5.1; single 9.1±4.4; combined 9.1±4.9; P=0.80.,NOT REPORTED,283,ADDED,AUDIT-0283,,Time to first verbal response,Immediate postoperative recovery
3,86,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,Single PC6 TEAS,Sham/no current,198,188,198,188,Mean/SD,10.4,4.8,10.7,5.9,NOT REPORTED,NOT REPORTED,minutes,0.82,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Time to extubation: sham 10.7±5.9; single 10.4±4.8; combined 10.6±5.2; P=0.82.,NOT REPORTED,284,ADDED,AUDIT-0284,,Time to extubation,Immediate postoperative recovery
3,87,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Mean/SD,10.6,5.2,10.7,5.9,NOT REPORTED,NOT REPORTED,minutes,0.82,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Time to extubation: sham 10.7±5.9; single 10.4±4.8; combined 10.6±5.2; P=0.82.,NOT REPORTED,285,ADDED,AUDIT-0285,,Time to extubation,Immediate postoperative recovery
3,88,Lu 2021,Pain,NRS at rest,24 h after surgery,Single PC6 TEAS,Sham/no current,198,188,198,188,Median/IQR,0.9,0–1.3,1,0–1.6,NOT REPORTED,NOT REPORTED,NRS 0–10,Table 3: 0.94; Results prose: 0.12,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6",Table 3 + Results §3.3,NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,286,NOT_ANALYSIS_ELIGIBLE,AUDIT-0286,,NRS at rest,24 h after surgery
3,89,Lu 2021,Pain,NRS at rest,24 h after surgery,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Median/IQR,1,0–1,1,0–1.6,NOT REPORTED,NOT REPORTED,NRS 0–10,Table 3: 0.94; Results prose: 0.12,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6",Table 3 + Results §3.3,NRS at rest at 24 h: sham 1(0–1.6); single 0.9(0–1.3); combined 1(0–1).,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,287,NOT_ANALYSIS_ELIGIBLE,AUDIT-0287,,NRS at rest,24 h after surgery
3,90,Lu 2021,Pain,NRS at cough,24 h after surgery,Single PC6 TEAS,Sham/no current,198,188,198,188,Median/IQR,1.3,0.3–2.9,1.1,0.1–2.8,NOT REPORTED,NOT REPORTED,NRS 0–10,Table 3: 0.89; Results prose: 0.49,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6",Table 3 + Results §3.3,NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,288,NOT_ANALYSIS_ELIGIBLE,AUDIT-0288,,NRS at cough,24 h after surgery
3,91,Lu 2021,Pain,NRS at cough,24 h after surgery,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Median/IQR,1,0–2.3,1.1,0.1–2.8,NOT REPORTED,NOT REPORTED,NRS 0–10,Table 3: 0.89; Results prose: 0.49,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), pp. 4–6",Table 3 + Results §3.3,NRS at cough at 24 h: sham 1.1(0.1–2.8); single 1.3(0.3–2.9); combined 1(0–2.3).,INTERNAL SOURCE CONFLICT: Table 3 and Results prose give different omnibus P values. Values are taken from Table 3; both P values are preserved.,289,NOT_ANALYSIS_ELIGIBLE,AUDIT-0289,,NRS at cough,24 h after surgery
3,92,Lu 2021,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Single PC6 TEAS,Sham/no current,198,188,198,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,3,7,participants,Table 3: 0.35; Results prose: 0.58,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3 + Results §3.3,Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,290,ADDED,AUDIT-0290,,Demand for rescue parecoxib,0–24 h
3,93,Lu 2021,Rescue analgesia,Demand for rescue parecoxib,0–24 h,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,4,7,participants,Table 3: 0.35; Results prose: 0.58,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3 + Results §3.3,Rescue analgesia by 24 h: sham 7/188; single 3/198; combined 4/190.,INTERNAL SOURCE CONFLICT in reported omnibus P value. Rescue protocol: parecoxib sodium 40 mg for NRS >4.,291,ADDED,AUDIT-0291,,Demand for rescue parecoxib,0–24 h
3,94,Lu 2021,PONV,Nausea incidence,0–24 h,Single PC6 TEAS,Sham/no current,198,188,198,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,38,45,participants,<0.001,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Nausea incidence: sham 45/188; single 38/198; combined 12/190.,NOT REPORTED,292,ADDED,AUDIT-0292,,Nausea incidence,0–24 h
3,95,Lu 2021,PONV,Nausea incidence,0–24 h,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,12,45,participants,<0.001,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Nausea incidence: sham 45/188; single 38/198; combined 12/190.,NOT REPORTED,293,ADDED,AUDIT-0293,,Nausea incidence,0–24 h
3,96,Lu 2021,PONV,Vomiting incidence,0–24 h,Single PC6 TEAS,Sham/no current,198,188,198,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,21,22,participants,0.93,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,NOT REPORTED,294,ADDED,AUDIT-0294,,Vomiting incidence,0–24 h
3,97,Lu 2021,PONV,Vomiting incidence,0–24 h,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,22,22,participants,0.93,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Vomiting incidence: sham 22/188; single 21/198; combined 22/190.,NOT REPORTED,295,ADDED,AUDIT-0295,,Vomiting incidence,0–24 h
3,98,Lu 2021,PONV,PONV severity score,0–24 h,Single PC6 TEAS,Sham/no current,198,188,198,188,Mean/SD,0.4,0.7,0.4,0.7,NOT REPORTED,NOT REPORTED,PONV severity score; scale definition not repeated in Table 3,0.03,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,NOT REPORTED,296,ADDED,AUDIT-0296,,PONV severity score,0–24 h
3,99,Lu 2021,PONV,PONV severity score,0–24 h,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Mean/SD,0.3,0.7,0.4,0.7,NOT REPORTED,NOT REPORTED,PONV severity score; scale definition not repeated in Table 3,0.03,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Score of PONV: sham 0.4±0.7; single 0.4±0.7; combined 0.3±0.7; omnibus P=0.03.,NOT REPORTED,297,ADDED,AUDIT-0297,,PONV severity score,0–24 h
3,100,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Single PC6 TEAS,Sham/no current,198,188,198,188,Mean/SD,8.2,1.1,8.2,0.9,NOT REPORTED,NOT REPORTED,satisfaction score; scale range not stated in retrieved table text,0.16,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,NOT REPORTED,298,AMBIGUOUS_HOLD,AUDIT-0298,,Analgesia satisfaction score,By 24 h after surgery
3,101,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Mean/SD,8.4,0.9,8.2,0.9,NOT REPORTED,NOT REPORTED,satisfaction score; scale range not stated in retrieved table text,0.16,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 3",Table 3,Patient satisfaction: sham 8.2±0.9; single 8.2±1.1; combined 8.4±0.9; P=0.16.,NOT REPORTED,299,AMBIGUOUS_HOLD,AUDIT-0299,,Analgesia satisfaction score,By 24 h after surgery
3,102,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Single PC6 TEAS,Sham/no current,198,188,198,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,70,75,participants,0.17,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,NOT REPORTED,300,ADDED,AUDIT-0300,,Post-mastectomy chronic pain incidence,3 months
3,103,Lu 2021,Chronic pain,Post-mastectomy chronic pain incidence,3 months,Combined PC6+CV17 TEAS,Sham/no current,190,188,190,188,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,58,75,participants,0.17,NOT REPORTED,Intention-to-treat,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,Chronic pain at 3 months: sham 75/188; single 70/198; combined 58/190.,NOT REPORTED,301,ADDED,AUDIT-0301,,Post-mastectomy chronic pain incidence,3 months
3,104,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,Single PC6 TEAS,Sham/no current,198,188,70,75,Mean/SD,2.6,2.0,2.8,2.0,NOT REPORTED,NOT REPORTED,NRS 0–10,0.04,NOT REPORTED,Subset with chronic pain,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.6±2.0 (n=70).,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",302,AMBIGUOUS_HOLD,AUDIT-0302,,NRS among participants reporting chronic pain,3 months
3,105,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,3 months,Combined PC6+CV17 TEAS,Sham/no current,190,188,58,75,Mean/SD,2.3,2.0,2.8,2.0,NOT REPORTED,NOT REPORTED,NRS 0–10,0.04,NOT REPORTED,Subset with chronic pain,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,NRS among chronic-pain patients at 3 months: sham 2.8±2.0 (n=75); active 2.3±2.0 (n=58).,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",303,AMBIGUOUS_HOLD,AUDIT-0303,,NRS among participants reporting chronic pain,3 months
3,106,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,6 months,Single PC6 TEAS,Sham/no current,198,188,72,65,Mean/SD,2.7,2.0,2.8,1.8,NOT REPORTED,NOT REPORTED,NRS 0–10,0.31,NOT REPORTED,Subset with chronic pain,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.7±2.0 (n=72).,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",304,AMBIGUOUS_HOLD,AUDIT-0304,,NRS among participants reporting chronic pain,6 months
3,107,Lu 2021,Chronic pain,NRS among participants reporting chronic pain,6 months,Combined PC6+CV17 TEAS,Sham/no current,190,188,42,65,Mean/SD,2.4,1.9,2.8,1.8,NOT REPORTED,NOT REPORTED,NRS 0–10,0.31,NOT REPORTED,Subset with chronic pain,"Journal of Clinical Anesthesia 74 (2021), Table 2",Table 2,NRS among chronic-pain patients at 6 months: sham 2.8±1.8 (n=65); active 2.4±1.9 (n=42).,"Subset analysis denominator is the number of participants with chronic pain, not the randomized arm size.",305,AMBIGUOUS_HOLD,AUDIT-0305,,NRS among participants reporting chronic pain,6 months
3,108,Long 2025,Pain,VAS pain intensity,48 h,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Mean/SD,1.85,0.72,2.65,0.94,NOT REPORTED,NOT REPORTED,VAS 0–10,0.001,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), p. 9",Table 7,VAS 48 h: Group C 2.65±0.94 vs Group A 1.85±0.72; P=0.001.,NOT REPORTED,306,ADDED,AUDIT-0306,,VAS pain intensity,48 h
3,109,Long 2025,Length of stay,Hospital stay,Postoperative hospitalization,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Mean/SD,13.37,3.03,14.77,3.57,NOT REPORTED,NOT REPORTED,days,0.130,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), p. 9",Table 7,Hospital stay: Group C 14.77±3.57 vs Group A 13.37±3.03 days; P=0.130.,NOT REPORTED,307,ADDED,AUDIT-0307,,Hospital stay,Postoperative hospitalization
3,110,Long 2025,Functional recovery,Extubation time,Immediate postoperative recovery,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Mean/SD,7.44,6.03,10.85,8.44,NOT REPORTED,NOT REPORTED,minutes,0.097,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 5 / Results",Table 5,Extubation time: Group C 10.85±8.44 min vs Group A 7.44±6.03 min; P=0.097.,NOT REPORTED,308,ADDED,AUDIT-0308,,Extubation time,Immediate postoperative recovery
3,111,Long 2025,Functional recovery,Recovery-room stay >30 min,Immediate postoperative recovery,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Published percentage,29.6,NOT REPORTED,42.3,NOT REPORTED,NOT REPORTED,NOT REPORTED,percent,0.336,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 5 / Results",Table 5,Recovery-room stay >30 min: Group C 42.3% vs Group A 29.6%; P=0.336.,Raw event counts are not used because the article reports percentages and the study has group-denominator inconsistencies.,309,NOT_ANALYSIS_ELIGIBLE,AUDIT-0309,,Recovery-room stay >30 min,Immediate postoperative recovery
3,112,Long 2025,Neurocognitive,Perioperative neurocognitive disorder (PND),POD7,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Published event count + percentage; denominator inconsistent,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,1,2,participants,>0.05,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 2",Table 2,PND POD7: Group C 2 (8.0%) vs Group A 1 (3.6%); no significant difference.,"Table percentages imply denominators C=25 and A=28, whereas study-level analyzed counts elsewhere are C=26 and A=27 and total n=53. Preserve published counts/percentages; do not reconstruct denominators.",310,CONFLICT_HOLD,AUDIT-0310,,Perioperative neurocognitive disorder (PND),POD7
3,113,Long 2025,GI adverse event,Stomach pain and distension,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,3,2,participants,1.000,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Stomach pain and distension: Group C 2/26 vs Group A 3/27; P=1.000.,NOT REPORTED,311,ADDED,AUDIT-0311,,Stomach pain and distension,Postoperative
3,114,Long 2025,Adverse events,Postoperative hypotension,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,3,1,participants,0.631,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Postoperative hypotension: Group C 1/26 vs Group A 3/27; P=0.631.,NOT REPORTED,312,ADDED,AUDIT-0312,,Postoperative hypotension,Postoperative
3,115,Long 2025,Adverse events,Postoperative hypertension,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,3,2,participants,1.000,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Postoperative hypertension: Group C 2/26 vs Group A 3/27; P=1.000.,NOT REPORTED,313,ADDED,AUDIT-0313,,Postoperative hypertension,Postoperative
3,116,Long 2025,Adverse events,Tachycardia/bradycardia,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,2,participants,1.000,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Tachycardia/bradycardia: Group C 2/26 vs Group A 2/27; P=1.000.,NOT REPORTED,314,ADDED,AUDIT-0314,,Tachycardia/bradycardia,Postoperative
3,117,Long 2025,Adverse events,Hypoxemia,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,4,participants,0.110,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Hypoxemia: Group C 4/26 vs Group A 0/27; P=0.110.,NOT REPORTED,315,ADDED,AUDIT-0315,,Hypoxemia,Postoperative
3,118,Long 2025,Adverse events,Headache and vertigo,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,5,5,participants,1.000,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Headache and vertigo: Group C 5/26 vs Group A 5/27; P=1.000.,NOT REPORTED,316,ADDED,AUDIT-0316,,Headache and vertigo,Postoperative
3,119,Long 2025,Adverse events,Delirious agitation,Postoperative,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),30,30,27,26,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,5,3,participants,0.745,NOT REPORTED,Available-case analysis; source denominator inconsistencies noted,"Injury 56 (2025), Table 6",Table 6,Delirious agitation: Group C 3/26 vs Group A 5/27; P=0.745.,NOT REPORTED,317,ADDED,AUDIT-0317,,Delirious agitation,Postoperative
3,120,Sim 2002,Opioid consumption,Postoperative IV PCA morphine in interval,6–12 h,Postoperative EA (Group III),Placebo EA (Group I),30,30,30,30,Median/IQR width as printed,0.08,IQR 0.10,0.1,IQR 0.11,NOT REPORTED,NOT REPORTED,mg/kg,NOT REPORTED for Group III vs Group I,NOT REPORTED,All randomized/analyzed,Acupuncture in Medicine 2002;20:60,Results text + Figure 3,"During 6–12 h: Group II 0.03 (0.05), Group I 0.10 (0.11), and Group III 0.08 (0.10) mg/kg.","The paper states nonparametric data are presented as median (interquartile range), but prints a single parenthetical IQR value rather than Q1 and Q3. Pairwise P is printed for Group II vs I and II vs III, not Group III vs I.",318,NOT_ANALYSIS_ELIGIBLE,AUDIT-0318,,Postoperative IV PCA morphine in interval,6–12 h
3,121,Sim 2002,Intraoperative opioid,Alfentanil requirement rate,Intraoperative,Postoperative EA (Group III),Placebo EA (Group I),30,30,30,30,Mean/SD,0.58,0.22,0.51,0.21,NOT REPORTED,NOT REPORTED,μg/kg/min,NOT REPORTED for Group III vs Group I,NOT REPORTED,All randomized/analyzed,"Acupuncture in Medicine 2002;20:56,59–60",Abstract/Results + Figure 2,"Alfentanil requirement: Group I 0.51±0.21, Group II 0.44±0.15, Group III 0.58±0.22 μg/kg/min.",The paper reports P=0.024 for Group II vs III and P=0.472 for Group II vs I; it does not print a Group III vs I P value.,319,NOT_ANALYSIS_ELIGIBLE,AUDIT-0319,,Alfentanil requirement rate,Intraoperative
4,1,Wang 2024,PONV,PONV incidence,0–2 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,13,20,participants,0.14,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,SNVP stratum PONV 0–2 h: SNVP-OD 20/35 vs SNVP-ODT 13/33.,NOT REPORTED,320,ADDED,AUDIT-0320,,PONV incidence,0–2 h
4,2,Wang 2024,PONV,PONV incidence,2–6 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,12,19,participants,0.13,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,SNVP stratum PONV 2–6 h: SNVP-OD 19/35 vs SNVP-ODT 12/33.,NOT REPORTED,321,ADDED,AUDIT-0321,,PONV incidence,2–6 h
4,3,Wang 2024,PONV,PONV incidence,24–36 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,3,participants,0.085,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,SNVP stratum PONV 24–36 h: SNVP-OD 3/35 vs SNVP-ODT 0/33.,"For 24–36 h, the table's P value is visually split across the PDF line break as '0.08' + '5'; recorded as 0.085.",322,ADDED,AUDIT-0322,,PONV incidence,24–36 h
4,4,Wang 2024,PONV,Vomiting incidence,0–6 h combined,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,7,19,participants,0.005,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,"Breast Cancer 2024;31:926,931–932",Abstract + Results text,"Within 6 h, vomiting cases: SNVP-ODT 7/33 vs SNVP-OD 19/35, P=0.005.",The paper does not provide separate 0–2 h and 2–6 h vomiting counts; only the combined 0–6 h comparison is reported.,323,ADDED,AUDIT-0323,,Vomiting incidence,0–6 h combined
4,5,Wang 2024,PONV,PONV incidence,6–12 h,MNVP: ondansetron+dexamethasone+TEAS (MNVP-ODT),MNVP: ondansetron+dexamethasone (MNVP-OD),35,35,35,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,3,participants,0.643,NOT REPORTED,Complete analysis within MNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,MNVP stratum PONV 6–12 h: MNVP-OD 3/35 vs MNVP-ODT 2/35.,NOT REPORTED,324,ADDED,AUDIT-0324,,PONV incidence,6–12 h
4,6,Wang 2024,PONV,PONV incidence,12–24 h,MNVP: ondansetron+dexamethasone+TEAS (MNVP-ODT),MNVP: ondansetron+dexamethasone (MNVP-OD),35,35,35,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,2,0,participants,0.151,NOT REPORTED,Complete analysis within MNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,MNVP stratum PONV 12–24 h: MNVP-OD 0/35 vs MNVP-ODT 2/35.,NOT REPORTED,325,ADDED,AUDIT-0325,,PONV incidence,12–24 h
4,7,Wang 2024,PONV,PONV incidence,24–36 h,MNVP: ondansetron+dexamethasone+TEAS (MNVP-ODT),MNVP: ondansetron+dexamethasone (MNVP-OD),35,35,35,35,Events/total,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,0,0,participants,1.00,NOT REPORTED,Complete analysis within MNVP risk stratum,Breast Cancer 2024;31:931–932,Table 3,MNVP stratum PONV 24–36 h: MNVP-OD 0/35 vs MNVP-ODT 0/35.,NOT REPORTED,326,ADDED,AUDIT-0326,,PONV incidence,24–36 h
4,8,Wang 2024,Pain,Postoperative pain VAS,2 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Other (describe),NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:928–929,Methods / Outcomes,Postoperative pain was assessed simultaneously using VAS at the postoperative PONV assessment times.,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",327,NOT_REPORTED_ADDED,AUDIT-0327,,Postoperative pain VAS,2 h
4,9,Wang 2024,Pain,Postoperative pain VAS,6 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Other (describe),NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:928–929,Methods / Outcomes,Postoperative pain was assessed simultaneously using VAS at the postoperative PONV assessment times.,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",328,NOT_REPORTED_ADDED,AUDIT-0328,,Postoperative pain VAS,6 h
4,10,Wang 2024,Pain,Postoperative pain VAS,12 h,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),35,35,33,35,Other (describe),NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,NOT REPORTED,VAS 0–10,NOT REPORTED,NOT REPORTED,Available-case/completer analysis within SNVP risk stratum,Breast Cancer 2024;31:928–929,Methods / Outcomes,Postoperative pain was assessed simultaneously using VAS at the postoperative PONV assessment times.,"Outcome was measured according to Methods, but no treatment-stratum numerical pain result is reported in the accessed article. This is NOT REPORTED, not SOURCE NOT ACCESSED.",329,NOT_REPORTED_ADDED,AUDIT-0329,,Postoperative pain VAS,12 h
