Canonicalstudy,ComparisonID,Interventionarm,Comparatorarm,Outcomefamily,Outcomeresult,Timepointwindow,Datatype,Randomizednintervention,Randomizedncomparator,Analyzednintervention,Analyzedncomparator,Meanintervention,SDintervention,Medianintervention,Q1intervention,Q3intervention,Eventsintervention,Meancomparator,SDcomparator,Mediancomparator,Q1comparator,Q3comparator,Eventscomparator,Unitscale,ReportedP,Directlyreported,Derivedconverted,Derivedeffectmeasure,Derivedeffect,Exact024hpostoperativeopioi,Primaryopioidmetaanalysiseli,Otheranalysiseligibility,Sharedcontrolmultiarmissue,SourceQCissue,Sourcelocation,SourcePDFURL,Recordstatus,AFlockIDs,AFtargets,AFendpointstratums,AFreconciliationactions,AFincludestrict,AFincludesensitivity,AFoverallRoB,AFunresolvedpriority,AFholdexcludenote,AFsourcetruthresults
Lu 2021,LU21_SINGLE_vs_SHAM_CHRONIC6M,Single PC6 TEAS,Sham/no current,Chronic pain,Post-mastectomy chronic pain incidence,6 months,Events/total,198,188,198,188,,,,,,72,,,,,,65,participants,Overall P=0.005; single vs sham pairwise P reported 0.71 in Table 2,Yes,No,RR,1.051748251748252,No,No,Eligible only with explicit source-conflict sensitivity handling,Yes,Table 2 gives 72/198; Results prose gives 79/196. Preserve Table 2 here and flag conflict rather than silently reconcile,Table 2 / primary 6-month chronic pain,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED / DENOMINATOR CONFLICT,,,,,0,0,,,,
Lu 2021,LU21_COMB_vs_SHAM_REMI,Combined PC6+CV17 TEAS,Sham/no current,Intraoperative opioid,Total remifentanil,Intraoperative,Mean/SD,190,188,190,188,1.2,.5,,,,,1.4,.7,,,,,mg remifentanil,P<0.001 combined vs sham,Yes,No,MD,-.2,No,No,Eligible for intraoperative opioid-sparing analysis,Yes,Three-arm trial; sham is a shared comparator,Table 3 / intraoperative remifentanil,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED,F-intra-008,F-intra,F_intraop_titrated_requirement,MATCHED,1,0,Some concerns,P1,,1.2±0.5 vs1.4±0.7 mg; MD −0.20 mg; P<0.001
Lu 2021,LU21_SINGLE_vs_SHAM_REMI,Single PC6 TEAS,Sham/no current,Intraoperative opioid,Total remifentanil,Intraoperative,Mean/SD,198,188,198,188,1.3,.6,,,,,1.4,.7,,,,,mg remifentanil,P=0.04 single vs sham; not significant after Bonferroni alpha 0.0125,Yes,No,MD,-.0999999999999999,No,No,Eligible for intraoperative opioid analysis with multiplicity-aware interpretation,Yes,Three-arm trial; do not describe P=0.04 as multiplicity-adjusted significant,Table 3 / intraoperative remifentanil,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Lu 2021,LU21_COMB_vs_SHAM_PONV24,Combined PC6+CV17 TEAS,Sham/no current,PONV,Any PONV,24 h,Events/total,190,188,190,188,,,,,,35,,,,,,68,participants,Overall P=0.0001,Yes,No,RR,.5092879256965943,No,No,Eligible for dichotomous 24-h PONV analysis,Yes,Use raw event counts; three-arm shared sham comparator,24-h PONV table,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED,D-002,D,D_PONV_0-24h,MATCHED,1,0,High,P1,,35/190 vs 68/188
Lu 2021,LU21_SINGLE_vs_SHAM_PONV24,Single PC6 TEAS,Sham/no current,PONV,Any PONV,24 h,Events/total,198,188,198,188,,,,,,59,,,,,,68,participants,Overall P=0.0001,Yes,No,RR,.8238265002970884,No,No,Eligible for dichotomous 24-h PONV analysis with multi-arm adjustment,Yes,Overall P is three-group; pairwise significance should not be inferred unless directly reported,24-h PONV table,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Lu 2021,LU21_POSTOP_OPIOID24,TEAS arms,Sham/no current,Opioid consumption,Cumulative postoperative sufentanil PCA consumption,0-24 h,Not reported,,,,,,,,,,,,,,,,,µg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h postoperative opioid meta-analysis,Yes,PCA opioid is sufentanil but prescription and cumulative 24-h consumption are not reported,Postoperative PCA section,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Lu 2022,LU22_TEAS_vs_CTRL_DISCHARGE,TEAS + ERAS,No-current control + ERAS,Recovery,Time to meet discharge criteria,Postoperative,Mean/SD,50,50,47,47,6,1.8,,,,,7,2.4,,,,,days,0.02,Yes,No,MD,-1,No,No,Eligible for recovery-time meta-analysis,No,Six randomized patients were excluded because they did not receive allocated intervention; open conversion is plausibly related to discharge time,Primary outcome / time to discharge,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Lu 2022,LU22_TEAS_vs_CTRL_FLATUS,TEAS + ERAS,No-current control + ERAS,GI recovery,Time to first flatus,Postoperative,Mean/SD,50,50,47,47,34.5,16.7,,,,,42.4,22.9,,,,,hours,0.03,Yes,No,MD,-7.899999999999999,No,No,Eligible for GI-recovery meta-analysis,No,Same 6 post-randomization exclusions apply,First flatus result,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,E-006,E,E_time_to_first_flatus,MATCHED,1,0,Some concerns,P2,,34.5±16.7 vs 42.4±22.9 h
Lu 2022,LU22_TEAS_vs_CTRL_DEFEC,TEAS + ERAS,No-current control + ERAS,GI recovery,Time to first defecation,Postoperative,Mean/SD,50,50,47,47,42,25,,,,,55.4,29.7,,,,,hours,0.03,Yes,No,MD,-13.4,No,No,Eligible for GI-recovery meta-analysis,No,Same 6 post-randomization exclusions apply,First defecation result,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT24,TEAS + ERAS,No-current control + ERAS,Opioid demand,PCA attempts,24 h,Median/IQR,50,50,47,47,,,8,3,18,,,,16.5,8,38,,attempts,0.001,Yes,No,,,No,No,Eligible as 24-h PCA-demand proxy only,No,"PCA drug, bolus dose, concentration, basal infusion and lockout are not reported",PCA table / 24-h attempts,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV24,TEAS + ERAS,No-current control + ERAS,Opioid demand,Successful PCA deliveries,24 h,Median/IQR,50,50,47,47,,,5,2,12,,,,12,6,22,,deliveries,0.001,Yes,No,,,No,No,Eligible as 24-h PCA-delivery proxy only,No,Do not convert successful deliveries into opioid dose because the PCA prescription is absent,PCA table / 24-h deliveries,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,F-PCA-009,F-PCA,F_PCA_behavior,NORMALIZED_V22,0,1,High,P2,,24h attempts8.0 vs16.5; deliveries5.0 vs12.0
Lu 2022,LU22_TEAS_vs_CTRL_OPIOID24,TEAS + ERAS,No-current control + ERAS,Opioid consumption,Exact cumulative PCA opioid consumption,0-24 h,Not reported,50,50,47,47,,,,,,,,,,,,,mg/µg,,No,No,,,No,No,Not eligible for continuous 24-h opioid meta-analysis without supplementary/author data,No,The main article never identifies the PCA drug or dose,Postoperative PCA section,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,MISSING / PCA DRUG AND DOSE NR,,,,,0,0,,,,
Luo 2026,LUO26_TEAS_vs_SHAM_NAUSEA48,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,PONV,Cumulative postoperative nausea,0-48 h,Events/total,138,139,138,139,,,,,,24,,,,,,53,participants,<0.01,Yes,No,RR,.4561115668580804,No,No,Eligible for dichotomous 48-h nausea analysis,No,Participant blinding was empirically poor: 77.5% of TEAS and 66.2% of sham participants correctly guessed allocation,Primary outcome / cumulative nausea,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,SOURCE-VERIFIED,D-008,D,D_nausea_0-48h,MATCHED,1,0,High,,,24/138 vs 53/139
Luo 2026,LUO26_TEAS_vs_SHAM_VOMIT48,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,PONV,Cumulative postoperative vomiting,0-48 h,Events/total,138,139,138,139,,,,,,9,,,,,,27,participants,<0.01,Yes,No,RR,.3357487922705314,No,No,Eligible for dichotomous 48-h vomiting analysis,No,"Vomiting is more objective than nausea, but participant masking was incomplete",Primary outcome / cumulative vomiting,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,SOURCE-VERIFIED,D-011,D,D_vomiting_0-48h,MATCHED,1,0,Some concerns,,,9/138 vs 27/139
Luo 2026,LUO26_TEAS_vs_SHAM_COMPLETE48,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,PONV,Complete response: no vomiting and no rescue antiemetic,0-48 h,Events/total,138,139,138,139,,,,,,112,,,,,,83,participants,<0.01,Yes,No,RR,1.359175833769862,No,No,Eligible for dichotomous complete-response analysis,No,Abstract percentage differs slightly from table-derived 112/138; use raw counts,Complete-response result,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,SOURCE-VERIFIED / ABSTRACT % QC,,,,,0,0,,,,
Luo 2026,LUO26_TEAS_vs_SHAM_NRS24,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Pain,Postoperative NRS pain,24 h,Mean/SD,138,139,138,139,1.3,.92,,,,,1.65,.95,,,,,NRS 0-10,<0.01,Yes,No,MD,-.3499999999999999,No,No,Eligible for 24-h pain analysis,No,Rest-versus-movement condition is not reported; participant masking was incomplete,Postoperative pain table / 24 h,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Luo 2026,LUO26_TEAS_vs_SHAM_OPIOIDEQUIV,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Perioperative opioid,Published 'sufentanil equivalents' metric,Perioperative,Mean/SD,138,139,138,139,15.86,5.11,,,,,15.18,4.95,,,,,published as mg; definition/unit unresolved,0.27,Yes,No,MD,.6799999999999997,No,No,Do not harmonize to MME or actual sufentanil mass until authors clarify conversion and unit,No,Source labels approximately 15-16 as 'sufentanil equivalents (mg)' without explaining conversion; preserve verbatim,Table 1 / perioperative opioid metric,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,SOURCE-VERIFIED / UNIT UNRESOLVED,,,,,0,0,,,,
Luo 2026,LUO26_TEAS_vs_SHAM_OPIOID24,Intraoperative PC6 TEAS + standard antiemetics,Sham/no current + standard antiemetics,Opioid consumption,Cumulative postoperative oxycodone consumption,0-24 h,Not reported,138,139,138,139,,,,,,,,,,,,,mg oxycodone,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Postoperative IV oxycodone is described, but schedule and group-specific cumulative 24-h consumption are not reported",Postoperative analgesia / exact 24-h endpoint absent,https://drive.google.com/file/d/1xxZle6mPpcnmHLblJbsy1kA4CyQHpvm2/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_PND1,Perioperative electrical acupoint stimulation,Electrodes/no current,Neurocognitive,Perioperative neurocognitive disorder (PND),POD1,Published event count + percentage; denominator inconsistent,30,30,27,26,,,,,,7,,,,,,14,Active: 7 cases (25.0%); Control: 14 cases (56.0%),NR,Yes,No,,,No,No,Not meta-analysis-ready until event denominators are clarified,No,Published percentages do not reconcile with final analyzed n=27 active/26 control; do not back-calculate denominators,PND incidence table / POD1,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED / DENOMINATOR INCONSISTENT,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_PND3,Perioperative electrical acupoint stimulation,Electrodes/no current,Neurocognitive,Perioperative neurocognitive disorder (PND),POD3,Published event count + percentage; denominator inconsistent,30,30,27,26,,,,,,4,,,,,,12,Active: 4 cases (14.3%); Control: 12 cases (48.0%),NR,Yes,No,,,No,No,Not meta-analysis-ready until event denominators are clarified,No,Published percentages do not reconcile with reported analyzed denominators,PND incidence table / POD3,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED / DENOMINATOR INCONSISTENT,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_VAS24,Perioperative electrical acupoint stimulation,Electrodes/no current,Pain,VAS pain intensity,24 h,Mean/SD,30,30,27,26,2.78,.97,,,,,3.96,.96,,,,,VAS 0-10,<0.001,Yes,No,MD,-1.18,No,No,Eligible for 24-h pain analysis using Table 7 value,No,Abstract/Results prose gives active 2.65 ± 0.94; Table 7/Figure 9 gives 2.78 ± 0.97. Master uses the directly tabulated Table 7 value and retains discrepancy,Table 7 / Figure 9,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED / SOURCE VALUE CONFLICT,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_PCIA48VOL,Perioperative electrical acupoint stimulation,Electrodes/no current,Opioid demand,PCIA solution consumption,48 h,Mean/SD,30,30,27,26,86.22,4.27,,,,,89.23,3.67,,,,,mL of weight-based sufentanil solution,0.008,Yes,No,MD,-3.010000000000005,No,No,"Eligible only as 48-h pump-volume outcome, not as sufentanil mass",No,"Reservoir contains 2 µg/kg sufentanil in 100 mL; group body weight is unavailable, so solution volume cannot be converted to group mean opioid mass",Table 7 / Figure 9,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_PCIAPRESS48,Perioperative electrical acupoint stimulation,Electrodes/no current,Opioid demand,PCIA compression count,48 h,Mean/SD,30,30,27,26,7.11,2.14,,,,,8.619999999999999,1.84,,,,,presses,0.008,Yes,No,MD,-1.509999999999999,No,No,Eligible as 48-h PCA-demand outcome only,No,Do not translate compression count into delivered sufentanil mass,Table 7 / Figure 9,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED,F-PCA-005,F-PCA,F_PCA_behavior,MATCHED,0,1,High,P3,,7.11±2.14 vs8.62±1.84; P=0.008
Long 2025,LONG25_TEAS_vs_CTRL_PONV,Perioperative electrical acupoint stimulation,Electrodes/no current,PONV,PONV incidence,Postoperative,Events/total,30,30,27,26,,,,,,1,,,,,,8,participants,NR,Yes,No,RR,.1203703703703704,No,No,Eligible for dichotomous PONV analysis using final analyzed denominators,No,Adverse-event percentages elsewhere are internally inconsistent; raw 1/27 vs 8/26 is retained,Adverse events / PONV,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGE QC,,,,,0,0,,,,
Long 2025,LONG25_TEAS_vs_CTRL_OPIOID24,Perioperative electrical acupoint stimulation,Electrodes/no current,Opioid consumption,Exact cumulative postoperative sufentanil consumption,0-24 h,Not reported,30,30,27,26,,,,,,,,,,,,,µg sufentanil,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,24-h PCIA volume/compressions are not reported; even 48-h volume cannot be converted exactly to sufentanil mass without body weight,Exact 24-h opioid endpoint absent,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Li 2021,LI21_TEAS_vs_SHAM_BOWEL,Perioperative TEAS,Sham-point/no current,GI recovery,Time to first bowel motion by auscultation,Postoperative,Median/IQR,154,152,140,140,,,31,18.8,45.3,,,,42,22.1,52.4,,hours,<0.01,Yes,No,,,No,No,Eligible for GI-recovery meta-analysis using median/IQR methods,No,26/306 randomized patients excluded in per-protocol analysis; exclusions include ICU transfer and operation cancellation,Primary outcome / first bowel motion,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Li 2021,LI21_TEAS_vs_SHAM_FLATUS,Perioperative TEAS,Sham-point/no current,GI recovery,Time to first flatus,Postoperative,Median/IQR,154,152,140,140,,,44,26.5,63.9,,,,64,30,70.59999999999999,,hours,<0.01,Yes,No,,,No,No,Eligible for GI-recovery meta-analysis using median/IQR methods,No,Use PP analyzed denominators explicitly; do not fabricate mean/SD,First-flatus result,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Li 2021,LI21_TEAS_vs_SHAM_PGD,Perioperative TEAS,Sham-point/no current,GI recovery,Postoperative gastrointestinal dysfunction: no bowel sounds >48 h,Postoperative,Events/total,154,152,140,140,,,,,,26,,,,,,44,participants,NR,Yes,No,RR,.5909090909090909,No,No,Eligible for dichotomous PGD analysis,No,Study-specific PGD definition; majority of events were in colorectal stratum,PGD incidence,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Li 2021,LI21_TEAS_vs_SHAM_PAIN6,Perioperative TEAS,Sham-point/no current,Pain,VAS ≥4,6 h,Events/total,154,152,140,140,,,,,,30,,,,,,50,participants,0.008,Yes,No,RR,.6,No,No,Eligible for dichotomous 6-h significant-pain analysis,No,Pain is reported as binary VAS ≥4 rather than continuous score,Postoperative pain table / 6 h,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Li 2021,LI21_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham-point/no current,Opioid consumption,Cumulative postoperative sufentanil consumption,0-24 h,Not reported,154,152,140,140,,,,,,,,,,,,,published pump formulation says 250 mg sufentanil/250 mL,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Printed pump unit is clinically implausible, programming is missing, and actual 24-h delivered dose is not reported; do not silently change mg to µg",Postoperative analgesia pump / exact 24-h endpoint absent,https://drive.google.com/file/d/1NvcLlsb17N6EMhtHs_L_WBnf40wsrtRz/view?usp=drivesdk,MISSING / UNIT + DOSE UNRESOLVED,,,,,0,0,,,,
Liu 2026 (ESD),LIU26ESD_TEAS_vs_SHAM_MODPAIN24,Perioperative TEAS,Sham-point/no current,Pain,Moderate-to-severe pain (NRS ≥4),Within 24 h,Events/total,64,65,58,62,,,,,,22,,,,,,40,participants,0.004,Yes,No,RR,.5879310344827586,No,No,Eligible for dichotomous 24-h moderate-to-severe pain analysis,No,"9/129 randomized participants excluded after randomization, including postoperative bleeding and conversion to laparotomy; no ITT sensitivity analysis",Primary outcome / NRS ≥4 within 24 h,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,SOURCE-VERIFIED / ATTRITION QC,,,,,0,0,,,,
Liu 2026 (ESD),LIU26ESD_TEAS_vs_SHAM_NRS24,Perioperative TEAS,Sham-point/no current,Pain,NRS pain intensity,24 h,Mean/SD,64,65,58,62,1.2,1.3,,,,,2.8,1.9,,,,,NRS 0-10,0.001,Yes,No,MD,-1.6,No,No,Eligible for 24-h pain meta-analysis,No,Active TEAS at maximum tolerated intensity vs sham no current; sensory blinding success was not tested,Serial NRS results / 24 h,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Liu 2026 (ESD),LIU26ESD_TEAS_vs_SHAM_ANYMORPH,Perioperative TEAS,Sham-point/no current,Rescue opioid use,Any rescue IV morphine use,Through 48 h,Events/total,64,65,58,62,,,,,,19,,,,,,40,participants,<0.001,Yes,No,RR,.5077586206896552,No,No,Eligible for binary rescue-opioid-use analysis,No,"Morphine was 1 mg IV per administration, but number of administrations and cumulative dose per patient are not reported",Postoperative rescue analgesia,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Liu 2026 (ESD),LIU26ESD_TEAS_vs_SHAM_PONV,Perioperative TEAS,Sham-point/no current,PONV,PONV incidence,Postoperative follow-up,Events/total,64,65,58,62,,,,,,4,,,,,,14,participants,Published P/RR internally inconsistent,Yes,No,RR,.3054187192118227,No,No,Eligible using raw event counts with source-statistic QC,No,Published RR/P-value for PONV are internally inconsistent; use raw 4/58 vs 14/62,Postoperative complication table,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,SOURCE-VERIFIED / PUBLISHED EFFECT QC,,,,,0,0,,,,
Liu 2026 (ESD),LIU26ESD_TEAS_vs_SHAM_MORPH24,Perioperative TEAS,Sham-point/no current,Opioid consumption,Cumulative postoperative morphine consumption,0-24 h,Not reported,64,65,58,62,,,,,,,,,,,,,mg IV morphine,,No,No,,,No,No,Not eligible for continuous 24-h morphine/MME meta-analysis without author data,No,"Binary morphine use is reported, but administration counts and cumulative dose are not",Exact 24-h opioid dose absent,https://drive.google.com/file/d/1Hp7pCBP8iXkGGYVhlFY0BHTeaaM7bhdY/view?usp=drivesdk,MISSING / AUTHOR DATA NEEDED,,,,,0,0,,,,
Liu 2021,LIU21_TEAS_vs_CTRL_POCD1,Perioperative TEAS,Electrodes/no current,Neurocognitive,Postoperative cognitive decline (MMSE Z-score ≤ -2),POD1,Events/total,50,50,50,50,,,,,,5,,,,,,11,participants,0.102,Yes,No,RR,.4545454545454546,No,No,Eligible for dichotomous POD1 POCD analysis,No,"Control prose prints 11 cases as 25%, but 11/50 = 22%; preserve count as authoritative",POCD incidence table / POD1,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED / PERCENTAGE QC,,,,,0,0,,,,
Liu 2021,LIU21_TEAS_vs_CTRL_VASREST24,Perioperative TEAS,Electrodes/no current,Pain,VAS at rest,24 h,Mean/SD,50,50,50,50,2.52,.505,,,,,2.66,.626,,,,,VAS,0.221,Yes,No,MD,-.1400000000000001,No,No,Eligible for 24-h rest-pain analysis,No,Participant blinding is unclear because active stimulation was maximum tolerated and control received no current,Table 2 / 24-h rest VAS,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED,C-002,C,C_rest_pain_~24h,MATCHED,1,0,High,,,2.52±0.505 vs 2.66±0.626; P=0.221
Liu 2021,LIU21_TEAS_vs_CTRL_VASCOUGH24,Perioperative TEAS,Electrodes/no current,Pain,VAS with coughing,24 h,Mean/SD,50,50,50,50,3.2,.571,,,,,3.16,.681,,,,,VAS,0.751,Yes,No,MD,.04,No,No,Eligible for 24-h movement/evoked-pain analysis,No,No evidence of analgesic benefit at 24 h,Table 2 / 24-h coughing VAS,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED,,,,,0,0,,,,
Liu 2021,LIU21_TEAS_vs_CTRL_PCAPRESS24,Perioperative TEAS,Electrodes/no current,Opioid demand,PCA pump compressions,0-24 h,Mean/SD,50,50,50,50,17.62,2.687,,,,,17.38,3.801,,,,,presses,0.716,Yes,No,MD,.240000000000002,No,No,Eligible as 24-h PCA-demand outcome only,No,Compressions may represent demands rather than successful boluses; do not convert to sufentanil mass,24-h PCA compression result,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,F-PCA-004,F-PCA,F_PCA_behavior,MATCHED,0,1,High,,,17.62±2.687 vs17.38±3.801; P=0.716
Liu 2021,LIU21_TEAS_vs_CTRL_OPIOID24,Perioperative TEAS,Electrodes/no current,Opioid consumption,Cumulative postoperative sufentanil consumption,0-24 h,Not calculable,50,50,50,50,,,,,,,,,,,,,published formulation 0.15 µg/kg in 100 mL,,No,No,,,No,No,Not eligible for continuous 24-h opioid/MME meta-analysis,No,"Published PCA formulation is ambiguous/implausibly low, successful delivered boluses are not reported, and actual cumulative sufentanil is unavailable",Postoperative PCIA section,https://drive.google.com/file/d/1TA4BstaUWY3EdQbDNEvvGxF35ekGanrm/view?usp=drivesdk,MISSING / FORMULATION + DELIVERY UNRESOLVED,,,,,0,0,,,,
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_REMI,Pre-induction TEAS,Placebo/sham TEAS,Intraoperative opioid,Remifentanil consumption,Intraoperative,Median/IQR,44,44,43,43,,,.7,.5,1.1,,,,.9,.65,1.25,,mg remifentanil,0.039,Yes,No,,,No,No,Eligible for intraoperative opioid-sparing analysis using median/IQR methods,No,Abstract gives TEAS 0.65 (0.45-1.00) and control 0.90 (0.67-1.23); master uses Results/Figure 4 values and retains source discrepancy,Results / Figure 4,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / ABSTRACT VALUE QC,F-intra-001,F-intra,F_intraop_titrated_requirement,MATCHED,0,0,Some concerns,P1,UNRESOLVED before pooling,0.70 (0.50–1.10) vs0.90 (0.65–1.25); P=0.039
Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_PONV24,Pre-induction TEAS,Placebo/sham TEAS,PONV,Nausea-vomiting,Through POD1 / approximately 24 h,Events/total,44,44,43,43,,,,,,7,,,,,,16,participants,Published P=0.011 vs 0.028 conflict,Yes,No,RR,.4375000000000001,No,No,Eligible using raw 7/43 vs 16/43 event counts with P-value QC,No,Two different P-values are printed for the same result,Secondary postoperative outcomes,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,SOURCE-VERIFIED / P-VALUE CONFLICT,,,,,0,0,,,,
